siteName,siteLatitude,siteLongitude,siteAltitude,siteID,depth,thickness,age,ageOld,ageYoung,ageType,chronologyID,taxonPercent,taxonSum,pollenSum,countedInLevel,totalInLevel,datasetID,datasetType,collectionUnitType,collectionUnitHandle,collectionUnitID
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,2.5,2.0,174.0,621.0,-23.0,Calibrated radiocarbon years BP,8528,0.430107526882,2.0,465.0,29,31,16065,pollen,Core,PILOTRDG,11873
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,16.0,2.0,1402.0,2473.0,326.0,Calibrated radiocarbon years BP,8528,0.210526315789,1.0,475.0,24,26,16065,pollen,Core,PILOTRDG,11873
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,17.5,2.0,1546.0,2543.0,389.0,Calibrated radiocarbon years BP,8528,0.239234449761,1.0,418.0,27,29,16065,pollen,Core,PILOTRDG,11873
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,20.5,2.0,1803.0,2805.0,481.0,Calibrated radiocarbon years BP,8528,0.738916256158,3.0,406.0,25,27,16065,pollen,Core,PILOTRDG,11873
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,22.5,2.0,1877.0,2872.0,549.0,Calibrated radiocarbon years BP,8528,0.257731958763,1.0,388.0,26,29,16065,pollen,Core,PILOTRDG,11873
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,26.7,,2015.0,3016.0,647.0,Calibrated radiocarbon years BP,8528,0.276243093923,1.0,362.0,25,27,16065,pollen,Core,PILOTRDG,11873
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,99.5,2.0,4064.0,4908.0,2462.0,Calibrated radiocarbon years BP,8528,0.204498977505,1.0,489.0,26,28,16065,pollen,Core,PILOTRDG,11873
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,120.5,2.0,4657.0,5374.0,2965.0,Calibrated radiocarbon years BP,8528,0.488997555012,2.0,409.0,24,26,16065,pollen,Core,PILOTRDG,11873
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,1.0,,-38.0,-6.0,-72.0,Calibrated radiocarbon years BP,8591,2.60416666667,5.0,192.0,12,16,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,6.0,,-1.0,82.0,-56.0,Calibrated radiocarbon years BP,8591,0.279329608939,1.0,358.0,11,15,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,13.0,,52.0,166.0,-28.0,Calibrated radiocarbon years BP,8591,3.26797385621,10.0,306.0,12,15,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,19.0,,97.0,233.0,-1.0,Calibrated radiocarbon years BP,8591,4.66666666667,14.0,300.0,12,16,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,26.0,,150.0,307.0,35.0,Calibrated radiocarbon years BP,8591,8.21917808219,6.0,73.0,11,15,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,38.0,,240.0,412.0,107.0,Calibrated radiocarbon years BP,8591,12.8571428571,9.0,70.0,7,11,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,46.0,,301.0,476.0,160.0,Calibrated radiocarbon years BP,8591,5.41401273885,17.0,314.0,8,11,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,52.0,,355.0,526.0,215.0,Calibrated radiocarbon years BP,8591,2.85714285714,6.0,210.0,9,13,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,59.0,,462.0,696.0,277.0,Calibrated radiocarbon years BP,8591,0.840336134454,1.0,119.0,7,9,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,85.0,,1039.0,1134.0,923.0,Calibrated radiocarbon years BP,8591,4.8231511254,15.0,311.0,10,14,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,177.0,,1591.0,2021.0,1307.0,Calibrated radiocarbon years BP,8591,0.111111111111,1.0,900.0,9,12,16184,pollen,Core,BENICIA,11931
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,201.0,,1734.0,2466.0,1320.0,Calibrated radiocarbon years BP,8591,0.0832639467111,2.0,2402.0,8,11,16184,pollen,Core,BENICIA,11931
China Camp,38.0075,-122.493333333,0.0,10520,6.0,,89.0,113.0,61.0,Radiocarbon years BP,8593,3.15789473684,12.0,380.0,12,16,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,8.0,,135.0,159.0,107.0,Radiocarbon years BP,8593,2.51572327044,4.0,159.0,7,10,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,21.0,,434.0,461.0,406.0,Radiocarbon years BP,8593,2.23463687151,4.0,179.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,32.0,,693.0,721.0,663.0,Radiocarbon years BP,8593,2.12121212121,7.0,330.0,7,10,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,39.0,,859.0,888.0,827.0,Radiocarbon years BP,8593,5.70902394107,31.0,543.0,10,14,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,43.0,,955.0,984.0,922.0,Radiocarbon years BP,8593,0.79575596817,3.0,377.0,8,11,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,52.0,,1172.0,1203.0,1138.0,Radiocarbon years BP,8593,2.13903743316,8.0,374.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,65.0,,1491.0,1525.0,1456.0,Radiocarbon years BP,8593,3.5,7.0,200.0,8,12,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,102.0,,2426.0,2467.0,2387.0,Radiocarbon years BP,8593,1.76991150442,2.0,113.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,112.0,,2687.0,2729.0,2649.0,Radiocarbon years BP,8593,0.609756097561,1.0,164.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,150.0,,3718.0,3763.0,3674.0,Radiocarbon years BP,8593,18.3098591549,13.0,71.0,7,12,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,156.0,,3886.0,3932.0,3843.0,Radiocarbon years BP,8593,11.1111111111,23.0,207.0,10,15,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,171.0,,4309.0,4353.0,4267.0,Radiocarbon years BP,8593,2.23880597015,3.0,134.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,186.0,,4739.0,4783.0,4700.0,Radiocarbon years BP,8593,0.446428571429,1.0,224.0,6,11,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,198.0,,5089.0,5132.0,5053.0,Radiocarbon years BP,8593,0.518134715026,1.0,193.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,246.0,,6543.0,6587.0,6487.0,Radiocarbon years BP,8593,6.20689655172,9.0,145.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,268.0,,7241.0,7292.0,7182.0,Radiocarbon years BP,8593,2.74725274725,5.0,182.0,8,12,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,279.0,,7598.0,7655.0,7536.0,Radiocarbon years BP,8593,6.90909090909,19.0,275.0,11,16,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,293.0,,8062.0,8122.0,7997.0,Radiocarbon years BP,8593,5.81395348837,15.0,258.0,11,16,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,322.0,,9053.0,9115.0,8986.0,Radiocarbon years BP,8593,6.72782874618,22.0,327.0,10,15,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,328.0,,9264.0,9324.0,9196.0,Radiocarbon years BP,8593,2.85714285714,6.0,210.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,357.0,,10310.0,10366.0,10245.0,Radiocarbon years BP,8593,14.7601476015,40.0,271.0,10,15,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,369.0,,10758.0,10813.0,10694.0,Radiocarbon years BP,8593,10.3550295858,35.0,338.0,10,15,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,373.0,,10910.0,10965.0,10846.0,Radiocarbon years BP,8593,27.027027027,30.0,111.0,7,12,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,392.0,,11643.0,11697.0,11581.0,Radiocarbon years BP,8593,10.6060606061,14.0,132.0,9,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,405.0,,12158.0,12213.0,12098.0,Radiocarbon years BP,8593,2.65486725664,3.0,113.0,7,12,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,414.0,,12521.0,12576.0,12461.0,Radiocarbon years BP,8593,2.0,6.0,300.0,9,14,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,425.0,,12973.0,13027.0,12913.0,Radiocarbon years BP,8593,2.98507462687,10.0,335.0,7,10,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,435.0,,13392.0,13446.0,13332.0,Radiocarbon years BP,8593,3.97350993377,6.0,151.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,445.0,,13818.0,13872.0,13757.0,Radiocarbon years BP,8593,4.81927710843,8.0,166.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,455.0,,14250.0,14305.0,14190.0,Radiocarbon years BP,8593,23.3333333333,14.0,60.0,6,11,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,465.0,,14689.0,14744.0,14630.0,Radiocarbon years BP,8593,6.56934306569,9.0,137.0,8,13,16186,pollen,Core,CHINACMP,11932
China Camp,38.0075,-122.493333333,0.0,10520,475.0,,15135.0,15190.0,15080.0,Radiocarbon years BP,8593,6.32911392405,5.0,79.0,8,13,16186,pollen,Core,CHINACMP,11932
Mountain Lake,37.78826,-122.470765,37.0,10522,0.0,0.6,-49.0,-47.0,-53.0,Calibrated radiocarbon years BP,8600,2.0725388601,8.0,386.0,21,28,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,10.0,0.6,-42.0,-26.0,-50.0,Calibrated radiocarbon years BP,8600,2.88713910761,11.0,381.0,21,29,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,20.0,0.6,-34.0,-14.0,-47.0,Calibrated radiocarbon years BP,8600,6.5963060686,25.0,379.0,20,27,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,30.0,0.6,-26.0,-3.0,-43.0,Calibrated radiocarbon years BP,8600,3.98936170213,15.0,376.0,28,36,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,40.0,0.6,-19.0,7.0,-38.0,Calibrated radiocarbon years BP,8600,4.27807486631,16.0,374.0,30,39,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,50.0,0.6,-11.0,16.0,-32.0,Calibrated radiocarbon years BP,8600,3.74331550802,14.0,374.0,19,27,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,60.0,0.6,-3.0,24.0,-26.0,Calibrated radiocarbon years BP,8600,3.96600566572,14.0,353.0,26,36,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,70.0,0.6,5.0,33.0,-20.0,Calibrated radiocarbon years BP,8600,9.01856763926,34.0,377.0,29,38,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,80.0,0.6,13.0,41.0,-14.0,Calibrated radiocarbon years BP,8600,8.37988826816,30.0,358.0,30,38,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,90.0,0.6,20.0,48.0,-7.0,Calibrated radiocarbon years BP,8600,10.6951871658,40.0,374.0,32,41,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,100.0,0.6,28.0,56.0,0.0,Calibrated radiocarbon years BP,8600,3.90625,15.0,384.0,27,36,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,110.0,0.6,36.0,63.0,7.0,Calibrated radiocarbon years BP,8600,5.49450549451,20.0,364.0,30,39,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,118.0,0.6,42.0,68.0,14.0,Calibrated radiocarbon years BP,8600,9.25925925926,35.0,378.0,30,39,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,130.0,0.6,52.0,76.0,24.0,Calibrated radiocarbon years BP,8600,5.57103064067,20.0,359.0,31,41,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,140.0,0.6,60.0,83.0,33.0,Calibrated radiocarbon years BP,8600,8.95953757225,31.0,346.0,32,42,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,150.0,0.6,68.0,89.0,42.0,Calibrated radiocarbon years BP,8600,6.87679083095,24.0,349.0,32,41,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,160.0,0.6,75.0,95.0,51.0,Calibrated radiocarbon years BP,8600,9.01408450704,32.0,355.0,35,45,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,170.0,0.6,83.0,100.0,62.0,Calibrated radiocarbon years BP,8600,8.23529411765,28.0,340.0,31,40,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,175.0,0.6,90.0,103.0,77.0,Calibrated radiocarbon years BP,8600,9.06593406593,33.0,364.0,33,44,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,180.0,0.6,96.0,109.0,84.0,Calibrated radiocarbon years BP,8600,6.25,22.0,352.0,29,39,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,185.0,0.6,107.0,117.0,97.0,Calibrated radiocarbon years BP,8600,12.0943952802,41.0,339.0,32,41,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,190.0,0.6,117.0,133.0,102.0,Calibrated radiocarbon years BP,8600,5.0,19.0,380.0,28,36,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,195.0,0.6,135.0,160.0,114.0,Calibrated radiocarbon years BP,8600,8.8122605364,23.0,261.0,29,38,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,200.0,0.6,153.0,199.0,118.0,Calibrated radiocarbon years BP,8600,5.66037735849,21.0,371.0,25,33,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,210.0,0.6,191.0,277.0,134.0,Calibrated radiocarbon years BP,8600,9.41475826972,37.0,393.0,26,32,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,220.0,0.6,230.0,335.0,154.0,Calibrated radiocarbon years BP,8600,4.53400503778,18.0,397.0,22,28,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,260.0,0.6,386.0,509.0,270.0,Calibrated radiocarbon years BP,8600,4.17910447761,14.0,335.0,19,26,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,270.0,0.6,425.0,548.0,307.0,Calibrated radiocarbon years BP,8600,8.98203592814,30.0,334.0,18,25,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,280.0,0.6,464.0,586.0,343.0,Calibrated radiocarbon years BP,8600,10.3448275862,39.0,377.0,21,29,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,290.0,0.6,504.0,617.0,386.0,Calibrated radiocarbon years BP,8600,7.87401574803,30.0,381.0,20,27,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,300.0,0.6,542.0,649.0,430.0,Calibrated radiocarbon years BP,8600,5.92783505155,23.0,388.0,25,34,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,310.0,0.6,583.0,685.0,475.0,Calibrated radiocarbon years BP,8600,9.06593406593,33.0,364.0,19,25,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,320.0,0.6,625.0,751.0,510.0,Calibrated radiocarbon years BP,8600,6.15384615385,24.0,390.0,24,31,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,330.0,0.6,667.0,805.0,540.0,Calibrated radiocarbon years BP,8600,8.19672131148,30.0,366.0,21,28,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,350.0,0.6,753.0,907.0,608.0,Calibrated radiocarbon years BP,8600,23.3933161954,91.0,389.0,22,30,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,360.0,0.6,795.0,955.0,643.0,Calibrated radiocarbon years BP,8600,9.87654320988,40.0,405.0,23,30,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,370.0,0.6,837.0,999.0,678.0,Calibrated radiocarbon years BP,8600,17.4129353234,70.0,402.0,23,29,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,380.0,0.6,881.0,1043.0,719.0,Calibrated radiocarbon years BP,8600,15.421686747,64.0,415.0,21,28,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,400.0,0.6,966.0,1128.0,800.0,Calibrated radiocarbon years BP,8600,14.5408163265,57.0,392.0,22,29,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,410.0,0.6,1009.0,1164.0,844.0,Calibrated radiocarbon years BP,8600,19.3548387097,78.0,403.0,21,30,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,420.0,0.6,1052.0,1202.0,884.0,Calibrated radiocarbon years BP,8600,19.0255220418,82.0,431.0,24,33,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,430.0,0.6,1093.0,1235.0,928.0,Calibrated radiocarbon years BP,8600,5.86854460094,25.0,426.0,25,32,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,450.0,0.6,1177.0,1302.0,1023.0,Calibrated radiocarbon years BP,8600,10.4557640751,39.0,373.0,25,32,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,460.0,0.6,1220.0,1332.0,1075.0,Calibrated radiocarbon years BP,8600,11.3372093023,39.0,344.0,27,33,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,470.0,0.6,1262.0,1387.0,1109.0,Calibrated radiocarbon years BP,8600,8.60759493671,34.0,395.0,26,34,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,490.0,0.6,1342.0,1494.0,1180.0,Calibrated radiocarbon years BP,8600,11.8131868132,43.0,364.0,25,32,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,510.0,0.6,1422.0,1590.0,1247.0,Calibrated radiocarbon years BP,8600,9.58904109589,35.0,365.0,21,28,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,530.0,0.6,1501.0,1682.0,1318.0,Calibrated radiocarbon years BP,8600,6.88622754491,23.0,334.0,26,35,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,550.0,0.6,1582.0,1772.0,1398.0,Calibrated radiocarbon years BP,8600,14.9295774648,53.0,355.0,27,35,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,560.0,0.6,1623.0,1814.0,1438.0,Calibrated radiocarbon years BP,8600,8.65921787709,31.0,358.0,22,29,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,570.0,0.6,1662.0,1851.0,1479.0,Calibrated radiocarbon years BP,8600,9.34065934066,34.0,364.0,24,32,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,580.0,0.6,1703.0,1892.0,1522.0,Calibrated radiocarbon years BP,8600,5.99455040872,22.0,367.0,23,29,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,590.0,0.6,1743.0,1934.0,1565.0,Calibrated radiocarbon years BP,8600,6.57142857143,23.0,350.0,21,28,16197,pollen,Core,MOUNTAIN,11938
Mountain Lake,37.78826,-122.470765,37.0,10522,595.0,0.6,1763.0,1956.0,1589.0,Calibrated radiocarbon years BP,8600,4.3956043956,16.0,364.0,25,32,16197,pollen,Core,MOUNTAIN,11938
Fish Lake,41.26396,-123.68312,541.0,13488,10.0,1.0,-32.0,-28.0,-36.0,Calibrated radiocarbon years BP,11761,0.260416666667,1.0,384.0,20,26,20316,pollen,Core,FISHLKCA,15112
Fish Lake,41.26396,-123.68312,541.0,13488,24.0,1.0,30.0,36.0,23.0,Calibrated radiocarbon years BP,11761,0.3003003003,1.0,333.0,20,26,20316,pollen,Core,FISHLKCA,15112
Fish Lake,41.26396,-123.68312,541.0,13488,240.0,1.0,1688.0,1762.0,1616.0,Calibrated radiocarbon years BP,11761,0.265957446809,1.0,376.0,21,29,20316,pollen,Core,FISHLKCA,15112
