siteName,taxonPercent,siteLatitude,siteLongitude,siteAltitude,siteID,depth,thickness,age,ageOld,ageYoung,ageType,age (Calander Years BP),chronologyID,taxonSum,pollenSum,countedInLevel,totalInLevel,datasetID,datasetType,collectionUnitType,precip1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmax1,tmean1,tmax2,tmin2,tmean2,tmax3,tmin3,tmean3,tmin4,tmax4,tmean4,tmin5,tmax5,tmean5,tmin6,tmax6,tmean6,tmin7,tmax7,tmean7,tmin8,tmax8,tmean8,tmin9,tmax9,tmean9,tmin10,tmax10,tmean10,tmin11,tmax11,tmean11,tmin12,tmax12,tmean12
Eaglenest Lake,56.31349782,57.766667,-112.1,725,759,312.5,,7454,,,Radiocarbon years BP,,341,194,344.5,14,24,778,pollen,Core,20.30000114,17.5,20.89999962,20.20000076,37.90000153,59.10000229,70.90000153,52.10000229,41.40000153,20.60000038,23.5,20.20000076,-29.04999924,-17.12999916,-23.0899992,-11.2699995,-24.82999992,-18.04999971,-4.309999943,-18.76000023,-11.53500009,-6.440000057,6.779999733,0.169999838,2.029999971,15.31999969,8.674999833,7.339999676,21.27000046,14.30500007,10.61999989,24.35000038,17.48500013,7.609999657,21.34000015,14.4749999,1.090000033,12.96999931,7.029999673,-5.920000076,4.099999905,-0.910000086,-17.17000008,-7.480000019,-12.32500005,-24.64999962,-14.04999924,-19.34999943
Sulphur Lake,42.22395023,60.95,-137.957778,847,2522,369,,7440,,,Radiocarbon years BP,,1217,271.5,643,19,29,2611,pollen,Core,27,23,18.30000114,14.80000019,21,34.29999924,45.5,35,29.89999962,29.80000114,30.10000038,29.70000076,-25.90999985,-13.88999939,-19.89999962,-8.38999939,-21.87999916,-15.13499928,-3.099999905,-17.61999893,-10.35999942,-8.739999771,3.599999905,-2.569999933,-2.109999895,10.46000004,4.175000072,2.190000057,15.98999977,9.089999914,4.110000134,17.13999939,10.62499976,1.179999948,14.79999924,7.989999592,-4.429999828,8.529999733,2.049999952,-10.06999969,0.359999985,-4.854999855,-20.27999878,-9.010000229,-14.6449995,-25.6099987,-13.94999981,-19.77999926
Whyac Lake,42.99363057,48.672222,-124.844444,15,2856,185,10,7440,,,Radiocarbon years BP,,1341,135,314,17,22,2953,pollen,Core,376.7000122,303.1000061,278.6000061,168.3000031,119.7000046,97.59999847,60.20000076,73.80000305,135.8000031,324.3000183,450.7000122,429.1000061,1.519999981,6.349999905,3.934999943,7.609999657,1.379999995,4.494999826,9.079999924,1.699999928,5.389999926,3.279999971,11.64999962,7.464999795,6.109999657,14.80999947,10.45999956,9.159999847,17.72999954,13.44499969,10.92000008,20.07999992,15.5,10.27999973,19.48999977,14.88499975,7.210000038,16.47999954,11.84499979,4.21999979,11.42999935,7.824999571,1.889999986,7.259999752,4.574999869,1.399999976,6.159999847,3.779999912
Candelabra Lake,62.08651399,61.683333,-130.65,1040,329,205,1,7436,,,Radiocarbon years BP,,175,244,393,17,25,336,pollen,Core,20.80000114,18.80000114,16.20000076,10.19999981,19.80000114,41.5,56,44.70000076,28.89999962,19.20000076,23.5,17.10000038,-29.52999878,-19.25,-24.38999939,-13,-25.17000008,-19.08500004,-6.089999676,-20.12999916,-13.10999942,-9.969999313,2.75999999,-3.604999661,-0.889999986,10.97999954,5.044999778,4.949999809,17.97999954,11.46499968,7.139999866,19.40999985,13.27499986,3.619999886,15.77999973,9.699999809,-2.679999828,7.75,2.535000086,-10.35999966,-1.679999948,-6.019999802,-23.11999893,-13.18999958,-18.15499926,-27.31999969,-17.5,-22.40999985
Hail Lake,76.5578635,60.033333,-129.016667,690,970,310,1,7425,,,Radiocarbon years BP,,485,258,337,17,24,1001,pollen,Core,33.29999924,29.5,23.39999962,17.89999962,30.39999962,48,59.40000153,47.29999924,45.40000153,38.79999924,37.90000153,34.10000229,-26.26999855,-16.30999947,-21.28999901,-9.479999542,-21.81999969,-15.64999962,-1.969999909,-16.62999916,-9.299999535,-6.739999771,6.509999752,-0.11500001,0.879999995,13.34999943,7.114999712,6.379999638,19.23999977,12.8099997,8.670000076,20.81999969,14.74499989,6.039999962,18.23999977,12.13999987,0.680000007,11.09000015,5.88500008,-6.269999981,2.529999971,-1.870000005,-18.42000008,-9.099999428,-13.75999975,-24.15999985,-14.78999996,-19.4749999
Lac Demain,60.21978022,62.05,-118.7,745,660,120,,7425,,,Radiocarbon years BP,,305,274,455,18,27,678,pollen,Core,13.69999981,12.5,13.10000038,12,19.30000114,32.90000153,45.60000229,38.79999924,22,13.80000019,20.20000076,18.80000114,-30.76000023,-22.26999855,-26.51499939,-17.82999992,-29.13999939,-23.48499966,-11.42999935,-24.5,-17.96499968,-12.09999943,0.729999959,-5.684999734,-1.059999943,11.71999931,5.329999685,5.909999847,19.69999886,12.80499935,9.559999466,23.12999916,16.34499931,6.529999733,19.52999878,13.02999926,0.280000001,11.03999996,5.659999982,-7.339999676,0.099999994,-3.619999841,-20.25,-12.35999966,-16.30499983,-28.03999901,-19.87999916,-23.95999908
Wild Spear Lake,61.4334471,59.25,-114.15,880,2865,90,,7390,,,Radiocarbon years BP,,1351,360,586,22,28,2962,pollen,Core,17.60000038,17.30000114,19.39999962,17.20000076,31.30000114,49.10000229,58.29999924,45.10000229,34.5,22.30000114,27.70000076,19.20000076,-31.82999992,-21.57999992,-26.70499992,-16.46999931,-28.6099987,-22.53999901,-8.63999939,-22.1099987,-15.37499905,-9.199999809,3.069999933,-3.064999938,0.50999999,12.42000008,6.465000033,5.960000038,18.90999985,12.43499994,9.25,21.82999992,15.53999996,6.799999714,19.14999962,12.97499967,0.789999962,11.36999989,6.079999924,-5.900000095,2.369999886,-1.765000105,-18.88999939,-10.34999943,-14.61999941,-27.72999954,-17.95999908,-22.84499931
Lake Hope Simpson,54.67625899,52.45,-56.433333,295,1599,122,,7367,,,Radiocarbon years BP,,738,380,695,21,26,1650,pollen,Core,89.59999847,75.09999847,88.40000153,74.5,62.60000229,88.09999847,92.09999847,104.7000046,95.30000305,96.5,94.80000305,96.59999847,-21.42000008,-12.13000011,-16.7750001,-12.10999966,-21.3599987,-16.73499918,-7.46999979,-15.94999981,-11.7099998,-9.059999466,-2.339999914,-5.69999969,-3.460000038,3.379999876,-0.040000081,1,9.340000153,5.170000076,5.849999905,14.21999931,10.03499961,7.299999714,15.04999924,11.17499948,4.400000095,11.52999973,7.964999914,-0.919999957,5.069999695,2.074999869,-7.210000038,-1.269999981,-4.24000001,-15.56999969,-8.099999428,-11.83499956
Candelabra Lake,61.89376443,61.683333,-130.65,1040,329,200,1,7330,,,Radiocarbon years BP,,175,268,433,19,28,336,pollen,Core,21.10000038,18.70000076,16,10.10000038,19.5,40.90000153,55.90000153,46.10000229,30.80000114,20.80000114,25.20000076,17.80000114,-33.84000015,-22.64999962,-28.24499989,-16.25,-29.04999924,-22.64999962,-8.210000038,-22.35000038,-15.28000021,-10.89999962,1.599999905,-4.649999857,-1.539999962,10.13000011,4.295000076,3.849999905,16.95999908,10.40499949,6.039999962,18.59000015,12.31500006,3.329999924,15.73999977,9.534999847,-1.899999976,8.649999619,3.374999821,-9.63999939,-0.810000002,-5.224999696,-23.90999985,-13.55999947,-18.73499966,-30.37999916,-19.76000023,-25.06999969
Marcella Lake,44.62809917,60.073495,-133.80601,697,13480,270.5,,7319,8081,6755,Radiocarbon years BP,,11744,54,121,15,18,20289,pollen,Core,19.30000114,13.5,9.800000191,4,10.40000057,28.10000038,37,34.29999924,25.30000114,17.20000076,20.60000038,19.10000038,-29.57999992,-18.78999901,-24.18499947,-13.27999973,-25.29999924,-19.28999949,-4.859999657,-18.20999908,-11.53499937,-8.869999886,3.419999838,-2.725000024,-1.9799999,11.39999962,4.709999859,2.929999828,17.34000015,10.13499999,5.21999979,18.69999886,11.95999932,3.25999999,16.36999893,9.814999461,-1.439999938,9.789999962,4.175000012,-7.149999619,1.25999999,-2.944999814,-17.69000053,-9.159999847,-13.42500019,-25.06999969,-15.40999985,-20.23999977
Snowshoe Lake,44.20731707,57.45,-120.666667,900,2496,250,,7276,,,Radiocarbon years BP,,1186,145,328,13,19,2580,pollen,Core,19.20000076,16.80000114,22.70000076,15.40000057,43.29999924,65.90000153,80.80000305,62.5,35.90000153,17.89999962,22.20000076,19.10000038,-20.81999969,-10.71999931,-15.7699995,-6.199999809,-18.43000031,-12.31500006,-1.100000024,-14.36999989,-7.734999955,-4.489999771,8.369999886,1.940000057,2.059999943,16.06999969,9.064999819,7.509999752,21.59000015,14.54999995,9.909999847,23.8599987,16.88499928,7,21.14999962,14.07499981,1.370000005,14.42000008,7.895000041,-4.319999695,6.299999714,0.99000001,-14.34999943,-5,-9.674999714,-18.72999954,-9.109999657,-13.9199996
Tuktoyaktuk 5,41.48296593,69.05,-133.45,60,2569,155,,7260,,,Radiocarbon years BP,,1276,207,499,13,13,2661,pollen,Core,8.100000381,7.900000095,7,7.599999905,9.699999809,13.19999981,25.89999962,35.60000229,22.39999962,21.70000076,12.5,11.19999981,-30.84000015,-22.70999908,-26.77499962,-22.45999908,-31.29999924,-26.87999916,-20.61999893,-30.13999939,-25.37999916,-20.69999886,-10.34000015,-15.5199995,-6.639999866,1.709999919,-2.464999974,4.259999752,13.92999935,9.094999552,9.329999924,18.79999924,14.06499958,7.029999733,14.7699995,10.89999962,-0.25,5.579999924,2.664999962,-12,-6.279999733,-9.139999866,-25.31999969,-17.6099987,-21.4649992,-29.1099987,-21.27999878,-25.19499874
Dragonfly Lake,72.89879931,60.812585,-135.341245,760,13477,347,,7257,7559,6936,Radiocarbon years BP,,11740,212.5,291.5,14,19,20281,pollen,Core,17.39999962,14.60000038,12.80000019,6.200000286,9.699999809,29.39999962,37.29999924,30.70000076,21.10000038,14.19999981,18.80000114,16.10000038,-22.90999985,-12.38000011,-17.64499998,-7.190000057,-18.94999886,-13.06999946,-1.829999924,-14.92000008,-8.375,-7.190000057,4.949999809,-1.120000124,-0.680000007,12.03999996,5.679999977,4.630000114,17.90999985,11.26999998,6.989999771,19.27999878,13.13499928,4.170000076,16.60000038,10.38500023,-1.719999909,9.699999809,3.98999995,-7.629999638,1.50999999,-3.059999824,-16.92000008,-7.319999695,-12.11999989,-21.26000023,-11.05999947,-16.15999985
Hail Lake,76.35782748,60.033333,-129.016667,690,970,302,1,7256,,,Radiocarbon years BP,,485,239,313,15,24,1001,pollen,Core,35.20000076,30.89999962,23.60000038,17.60000038,30.10000038,49.29999924,61.40000153,47.10000229,42.70000076,35.79999924,36.20000076,34.70000076,-26.47999954,-15.32999992,-20.90499973,-8.779999733,-21.88999939,-15.33499956,-1.99000001,-16.77999878,-9.384999394,-6.679999828,6.269999981,-0.204999924,1.569999933,13.65999985,7.61499989,7.789999962,20.52000046,14.15500021,10.17999935,22.47999954,16.32999945,6.839999676,19.3599987,13.09999919,0.289999992,11.10999966,5.699999824,-7.440000057,1.949999928,-2.745000064,-19.63999939,-9.399999619,-14.5199995,-24.84000015,-14.25,-19.54500008
Eaglenest Lake,52.0110957,57.766667,-112.1,725,759,300,,7235,,,Radiocarbon years BP,,341,187.5,360.5,14,22,778,pollen,Core,19.20000076,16.80000114,20.20000076,19.89999962,38.5,62,74.30000305,52.40000153,39.10000229,18.70000076,21.20000076,18.60000038,-27.09999847,-16.71999931,-21.90999889,-11.43999958,-23.65999985,-17.54999971,-5.429999828,-19.14999962,-12.28999972,-7.949999809,5.009999752,-1.470000029,0.379999995,13.48999977,6.934999883,6.299999714,19.8599987,13.07999921,10.01000023,23.31999969,16.66499996,6.909999847,20.43000031,13.67000008,0.039999999,12.02999973,6.034999866,-6.730000019,3.359999895,-1.685000062,-16.95999908,-7.710000038,-12.33499956,-23.12999916,-13.71000004,-18.4199996
Lone Fox Lake,40.36697248,56.716667,-119.716667,1100,1606,220,,7226,,,Radiocarbon years BP,,744,220,545,19,27,1657,pollen,Core,28,21.10000038,26.89999962,13.40000057,31.39999962,53.90000153,63.90000153,50.40000153,29.70000076,16.80000114,23.10000038,23.39999962,-24.76999855,-13.36999989,-19.06999922,-7.579999924,-20.5,-14.03999996,-2.159999847,-14.86999989,-8.514999867,-4.259999752,8.090000153,1.9150002,2.099999905,15.96999931,9.034999609,6.339999676,20.12999916,13.23499942,8.109999657,21.94999886,15.02999926,5.349999905,19.56999969,12.4599998,-0.319999993,13.09999943,6.389999717,-6.210000038,5.650000095,-0.279999971,-16.27999878,-5.929999828,-11.1049993,-21.10000038,-10.82999992,-15.96500015
Candelabra Lake,52.21932115,61.683333,-130.65,1040,329,195,1,7224,,,Radiocarbon years BP,,175,200,383,22,30,336,pollen,Core,21.10000038,19.10000038,16.5,10.60000038,20.80000114,44.40000153,60.29999924,48,30.60000038,20,24.20000076,17.5,-32.00999832,-21.53999901,-26.77499866,-14.84999943,-27.03999901,-20.94499922,-6.619999886,-20.46999931,-13.5449996,-9.429999352,3.049999952,-3.1899997,-0.669999957,11.06999969,5.199999869,4.069999695,17.21999931,10.6449995,5.789999962,18.38999939,12.08999968,2.919999838,15.46000004,9.189999938,-2.129999876,8.630000114,3.250000119,-9.43999958,-0.469999999,-4.95499979,-23.12999916,-12.92999935,-18.02999926,-29,-18.90999985,-23.95499992
Marcella Lake,44.8,60.073495,-133.80601,697,13480,260.5,,7198,8002,6642,Radiocarbon years BP,,11744,56,125,11,13,20289,pollen,Core,19.20000076,13.5,9.800000191,4,10.30000019,27.30000114,35.5,32.70000076,24.20000076,16.5,20.10000038,18.80000114,-26.89999962,-17.05999947,-21.97999954,-11.67999935,-23,-17.33999968,-3.629999876,-16.68000031,-10.15500009,-8.029999733,4.25,-1.889999866,-1.5,11.92000008,5.210000038,3.389999866,17.68000031,10.53500009,5.779999733,18.96999931,12.37499952,3.939999819,16.68000031,10.31000006,-0.579999983,10.25,4.835000008,-5.859999657,2.029999971,-1.914999843,-15.77999973,-7.980000019,-11.87999988,-22.54999924,-13.84000015,-18.19499969
Sulphur Lake,56.14919355,60.95,-137.957778,847,2522,359,,7190,,,Radiocarbon years BP,,1217,278.5,496,17,25,2611,pollen,Core,27.5,22.5,17.20000076,14.10000038,21.39999962,39,55.20000076,41.79999924,33.20000076,31.10000038,30.70000076,30.5,-28.55999947,-15.98999977,-22.27499962,-10.61999989,-24.54999924,-17.58499956,-4.880000114,-19.48999977,-12.18499994,-10.05999947,2.220000029,-3.919999719,-3.529999971,9.159999847,2.814999938,0.319999993,14.59999943,7.45999971,2.389999866,16.01000023,9.200000048,0.439999998,14.38000011,7.410000056,-3.849999905,8.920000076,2.535000086,-9.090000153,0.939999998,-4.075000077,-20.15999985,-9.090000153,-14.625,-27.15999985,-15.21000004,-21.18499994
Keystone Ironbog,51.24760077,38.865,-107.033333,2920,1118,157,,7180,,,Radiocarbon years BP,,544,267,521,24,31,1152,pollen,Core,59.40000153,55.29999924,58.40000153,46.60000229,44,38.60000229,69.5,66.5,43,35.10000229,34.90000153,51.79999924,-22.12999916,-4.069999695,-13.09999943,-3.419999838,-21,-12.20999992,-2.339999914,-18.06999969,-10.2049998,-11.72999954,3.529999971,-4.099999785,-5.519999981,11.89999962,3.189999819,-0.810000002,19.88999939,9.539999694,3.869999886,24.03999901,13.95499945,3.359999895,23.03999901,13.19999945,-2.089999914,18.26000023,8.085000157,-7.859999657,12,2.070000172,-15.0899992,3.069999933,-6.009999633,-20.85000038,-2.480000019,-11.6650002
Lake Hope Simpson,52.9209622,52.45,-56.433333,295,1599,118,,7180,,,Radiocarbon years BP,,738,308,582,19,30,1650,pollen,Core,93.70000458,80.30000305,96.30000305,81.20000458,67,91.59999847,93.30000305,104.2000046,94.40000153,96.30000305,95.70000458,99,-21.10000038,-11.17000008,-16.13500023,-11.07999992,-20.78999901,-15.93499947,-6.75,-15.36999989,-11.05999994,-8.470000267,-1.860000014,-5.165000141,-2.799999952,3.859999895,0.529999971,1.699999928,9.93999958,5.819999754,6.329999924,14.67000008,10.5,7.259999752,15,11.12999988,3.75999999,10.85999966,7.309999824,-1.839999914,4.21999979,1.189999938,-7.929999828,-1.679999948,-4.804999888,-15.75,-7.710000038,-11.73000002
Haircut Lake,50.1618123,60.516075,-133.209055,1000,13479,204,,7175,7639,6735,Radiocarbon years BP,,11743,155,309,12,15,20287,pollen,Core,16.10000038,11.90000057,10.80000019,3.5,11.5,28.89999962,40.70000076,33.40000153,23.20000076,12.30000019,17.5,16.39999962,-27.93000031,-16.57999992,-22.25500011,-10.84000015,-23.48999977,-17.16499996,-3.579999924,-17.68000031,-10.63000011,-8.369999886,4.059999943,-2.154999971,-1.649999976,11.7699995,5.059999764,3.319999933,17.95999908,10.63999951,5.889999866,19.38999939,12.63999963,3.629999876,16.82999992,10.2299999,-0.849999964,10.30000019,4.725000113,-6.589999676,1.919999957,-2.334999859,-17.55999947,-8.599999428,-13.07999945,-24.23999977,-13.97999954,-19.10999966
Salmo Lake,50,60.445535,-133.561605,866,13482,200,,7153,7656,6576,Radiocarbon years BP,,11747,131,262,13,18,20295,pollen,Core,18.10000038,12.80000019,9.800000191,4.099999905,10.10000038,25,32.10000229,31.70000076,26.30000114,19,22.20000076,18.89999962,-26.93999863,-17.19000053,-22.06499958,-11.96000004,-23.35000038,-17.65500021,-4.110000134,-17.56999969,-10.83999991,-9.109999657,3.730000019,-2.689999819,-2.24000001,11.60999966,4.684999824,3.299999952,17.70999908,10.50499952,6.049999714,19.19999886,12.62499928,4.049999714,16.8599987,10.45499921,-0.979999959,10.19999981,4.609999925,-6.549999714,1.819999933,-2.36499989,-16.34000015,-8.199999809,-12.26999998,-22.70999908,-13.96999931,-18.3399992
Eaglenest Lake,51.52777778,57.766667,-112.1,725,759,295,,7146,,,Radiocarbon years BP,,341,185.5,360,17,25,778,pollen,Core,21.39999962,16.89999962,18.30000114,17.30000114,35.29999924,64.90000153,87.30000305,64.40000153,47.5,22.5,25.30000114,21.89999962,-32.66999817,-21.56999969,-27.11999893,-15.34999943,-28.43000031,-21.88999987,-7.279999733,-21.98999977,-14.63499975,-9,4.799999714,-2.100000143,0.319999993,13.80999947,7.064999729,6.420000076,19.76000023,13.09000015,10.09999943,22.86999893,16.48499918,6.96999979,20.09000015,13.52999997,-0.119999997,11.92000008,5.900000039,-7.889999866,2.659999847,-2.61500001,-19.89999962,-9.979999542,-14.93999958,-27.95999908,-17.8599987,-22.90999889
Lake CH2,43.84288747,49.683333,-74.583333,830,1549,435,,7128,,,Radiocarbon years BP,,668,206.5,471,18,26,1590,pollen,Core,45.10000229,30.10000038,30.20000076,30.10000038,50.20000076,81.40000153,102.5999985,104.5,123.0999985,86.90000153,70.20000458,53,-27.45999908,-16.40999985,-21.93499947,-14.94999981,-27.12999916,-21.03999949,-7.609999657,-20.09000015,-13.8499999,-9.949999809,1.309999943,-4.319999933,-0.909999967,11.32999992,5.209999979,6.949999809,19.55999947,13.25499964,10.80000019,23.32999992,17.06500006,10.28999996,21.64999962,15.96999979,5.519999981,15.25,10.38499999,-0.74000001,6.549999714,2.904999852,-9.420000076,-3.119999886,-6.269999981,-21.47999954,-12.96000004,-17.21999979
Candelabra Lake,54.74452555,61.683333,-130.65,1040,329,190,1,7119,,,Radiocarbon years BP,,175,225,411,18,27,336,pollen,Core,20.60000038,18.5,16.10000038,10.30000019,20.10000038,42.10000229,57.29999924,46.79999924,30.89999962,20.60000038,24.70000076,17.39999962,-29.34000015,-19.35000038,-24.34500027,-13.34999943,-25.23999977,-19.2949996,-6.339999676,-20.12999916,-13.23499942,-10.14999962,2.440000057,-3.854999781,-1.629999995,10.2699995,4.319999754,3.589999914,16.81999969,10.2049998,5.819999695,18.37999916,12.09999943,3.199999809,15.56999969,9.384999752,-1.75,8.720000267,3.485000134,-8.609999657,-0.059999999,-4.334999828,-21.44999886,-11.75999928,-16.60499907,-26.43000031,-16.89999962,-21.66499996
Hail Lake,56.59824047,60.033333,-129.016667,690,970,294,1,7087,,,Radiocarbon years BP,,485,193,341,21,33,1001,pollen,Core,36.10000229,30.80000114,22.60000038,16.30000114,27.30000114,44.5,56.20000076,44.5,41.79999924,36.20000076,37.40000153,36.10000229,-28.31999969,-17.60000038,-22.96000004,-10.55999947,-23.28999901,-16.92499924,-2.399999857,-16.81999969,-9.609999776,-5.940000057,6.71999979,0.389999866,1.9799999,13.96999931,7.974999607,7.179999828,20.01000023,13.59500003,9.260000229,21.67000008,15.46500015,6.699999809,19.15999985,12.92999983,1.539999962,11.96000004,6.75,-5.739999771,3.039999962,-1.349999905,-18.85000038,-9.269999504,-14.05999994,-25.76000023,-15.71999931,-20.73999977
Marcella Lake,48.21428571,60.073495,-133.80601,697,13480,250.5,,7079,7907,6542,Radiocarbon years BP,,11744,54,112,11,13,20289,pollen,Core,20.5,14.90000057,11.40000057,4.700000286,11.40000057,27.60000038,34.10000229,32.29999924,25.89999962,18.70000076,22.70000076,20.39999962,-24.11999893,-14.02999973,-19.07499933,-9.149999619,-20.56999969,-14.85999966,-2.25999999,-15.27999973,-8.769999862,-7.519999981,4.630000114,-1.444999933,-1.360000014,11.89999962,5.269999802,3.599999905,17.77999878,10.68999934,5.989999771,19.18000031,12.58500004,3.919999838,16.80999947,10.36499965,-0.849999964,10.27999973,4.714999884,-5.819999695,2.470000029,-1.674999833,-14.78999996,-6.559999943,-10.67499995,-20.35000038,-11.2699995,-15.80999994
Sulphur Lake,65.46906188,60.95,-137.957778,847,2522,354,,7065,,,Radiocarbon years BP,,1217,328,501,16,25,2611,pollen,Core,27.80000114,22.5,17.10000038,13.60000038,19.5,33.20000076,46.20000076,36.79999924,32.10000229,32.20000076,32.40000153,31.5,-28.8599987,-15.42000008,-22.13999939,-10.21000004,-24.84000015,-17.5250001,-4.690000057,-19.68999863,-12.18999934,-10.10999966,2.25,-3.929999828,-3.389999866,9.159999847,2.88499999,0.629999995,14.68999958,7.659999788,2.779999971,16.20999908,9.494999528,0.810000002,14.65999985,7.734999925,-3.599999905,9.279999733,2.839999914,-9,1.370000005,-3.814999998,-20.23999977,-8.550000191,-14.39499998,-27.37999916,-14.59999943,-20.98999929
Eaglenest Lake,46.85714286,57.766667,-112.1,725,759,290,,7055,,,Radiocarbon years BP,,341,164,350,16,24,778,pollen,Core,21.60000038,18.5,22.10000038,21.5,40.5,63.60000229,76.80000305,56.90000153,45.40000153,22.60000038,25.5,21.60000038,-29.44999886,-17.76000023,-23.60499954,-11.98999977,-25.52999878,-18.75999928,-5.009999752,-19.77999878,-12.39499927,-7.609999657,6.069999695,-0.769999981,0.959999979,14.5199995,7.739999741,6.559999943,20.36999893,13.46499944,10.13000011,23.51000023,16.82000017,7.289999962,20.77000046,14.03000021,0.839999974,12.75999928,6.799999624,-6.139999866,4.079999924,-1.029999971,-17.37999916,-7.579999924,-12.47999954,-24.87999916,-14.43999958,-19.65999937
Lac Mélèze,48.13359528,65.216667,-126.116667,650,1677,360,,7018,,,Radiocarbon years BP,,812,245,509,13,24,1733,pollen,Core,16.80000114,13.69999981,10.19999981,10.80000019,16.60000038,41.70000076,56.10000229,55,28.80000114,23.30000114,15.40000057,14.80000019,-32.36000061,-23.68999863,-28.02499962,-21.30999947,-31.13999939,-26.22499943,-15.0199995,-27.36999893,-21.19499922,-15.5199995,-2.849999905,-9.184999704,-1.389999986,9.969999313,4.289999664,8.630000114,20.15999985,14.39499998,11.17999935,22.68000031,16.92999983,6.559999943,17.25,11.90499997,-2.730000019,6.099999905,1.684999943,-13.55999947,-7.149999619,-10.35499954,-27.56999969,-19.82999992,-23.69999981,-31.6099987,-23.55999947,-27.58499908
Candelabra Lake,44.75218659,61.683333,-130.65,1040,329,185,1,7013,,,Radiocarbon years BP,,175,307,686,22,33,336,pollen,Core,22.5,19.39999962,15.40000057,9.400000572,18.5,41.29999924,58.40000153,46.60000229,29.10000038,19.20000076,24.20000076,18.39999962,-30.40999985,-19.39999962,-24.90499973,-14.42000008,-27.31999969,-20.86999989,-8.880000114,-23.38999939,-16.13499975,-13.69999981,-0.709999979,-7.204999894,-4.269999981,7.829999924,1.779999971,2.609999895,15.92000008,9.264999986,6.019999981,18.52999878,12.27499938,3.599999905,15.73999977,9.669999838,-1.959999919,8.159999847,3.099999964,-9.340000153,-1.00999999,-5.175000072,-22.27999878,-12.40999985,-17.34499931,-27.13999939,-16.89999962,-22.0199995
Natla Bog,49.18032787,63.016667,-128.8,1380,1731,160,1,7008,,,Radiocarbon years BP,,859,120,244,6,11,1788,pollen,Section,22.20000076,22,20.20000076,17.80000114,22.89999962,54.79999924,78.40000153,63.40000153,32.70000076,23.10000038,25.10000038,15.19999981,-32.43000031,-21.56999969,-27,-18.26000023,-30.71999931,-24.48999977,-13.93999958,-27.82999992,-20.88499975,-17.51000023,-4.900000095,-11.20500016,-5.889999866,4.659999847,-0.61500001,1.929999948,14.09000015,8.01000005,5.299999714,17.02999878,11.16499925,2.639999866,13.73999977,8.189999819,-3.589999914,5.619999886,1.014999986,-12.23999977,-4.599999905,-8.419999838,-25.97999954,-15.98999977,-20.98499966,-29.5,-19.23999977,-24.36999989
Lake Hope Simpson,50.58365759,52.45,-56.433333,295,1599,114,,6995,,,Radiocarbon years BP,,738,520,1028,23,33,1650,pollen,Core,98.5,79.09999847,87.5,70,57.40000153,80.90000153,86.20000458,100.5999985,94.5,99.5,101.8000031,106.9000015,-22.31999969,-11.72999954,-17.02499962,-11.46000004,-21.75,-16.60500002,-6.899999619,-15.7699995,-11.33499956,-8.479999542,-1.899999976,-5.189999759,-2.799999952,3.75,0.475000024,1.439999938,9.630000114,5.535000026,5.920000076,14.19999981,10.05999994,6.960000038,14.46999931,10.71499968,3.689999819,10.35999966,7.024999738,-1.939999938,3.730000019,0.895000041,-8.399999619,-2.220000029,-5.309999824,-16.75,-8.319999695,-12.53499985
Dragonfly Lake,56.19694397,60.812585,-135.341245,760,13477,337,,6986,7312,6692,Radiocarbon years BP,,11740,165.5,294.5,10,17,20281,pollen,Core,14.60000038,12.40000057,11.40000057,5.900000095,9.600000381,29.60000038,38.10000229,31.89999962,22.10000038,14.40000057,17.80000114,14,-24.40999985,-15.42999935,-19.9199996,-10.03999996,-20.40999985,-15.2249999,-3.699999809,-15.67000008,-9.684999943,-7.480000019,3.929999828,-1.775000095,-1.079999924,11.35999966,5.139999866,3.799999952,17.13999939,10.46999967,6.21999979,18.63999939,12.42999959,4.150000095,16.46999931,10.3099997,-0.680000007,10.13999939,4.729999691,-6.259999752,1.799999952,-2.2299999,-16.23999977,-8.059999466,-12.14999962,-21.90999985,-13.27999973,-17.59499979
Eaglenest Lake,45.89235127,57.766667,-112.1,725,759,285,,6963,,,Radiocarbon years BP,,341,162,353,12,19,778,pollen,Core,20,16.70000076,19.89999962,19.10000038,34.90000153,52.90000153,64.70000458,51.60000229,45.40000153,23.80000114,26.5,21.10000038,-31.03999901,-18.54999924,-24.79499912,-13.32999992,-27.51000023,-20.42000008,-6.909999847,-21.93000031,-14.42000008,-9.529999733,4.110000134,-2.7099998,-0.340000004,13.14999962,6.404999807,6.059999943,19.95999908,13.00999951,10.25,23.79999924,17.02499962,7.659999847,21.18000031,14.42000008,1.059999943,12.81999969,6.939999819,-6.289999962,3.779999971,-1.254999995,-17.98999977,-8.050000191,-13.01999998,-25.98999977,-14.96000004,-20.4749999
