siteName,taxonPercent,siteLatitude,siteLongitude,siteAltitude,siteID,depth,thickness,age,ageOld,ageYoung,ageType,age (Calander Years BP),chronologyID,taxonSum,pollenSum,countedInLevel,totalInLevel,datasetID,datasetType,collectionUnitType,precip1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmax1,tmean1,tmax2,tmin2,tmean2,tmax3,tmin3,tmean3,tmin4,tmax4,tmean4,tmin5,tmax5,tmean5,tmin6,tmax6,tmean6,tmin7,tmax7,tmean7,tmin8,tmax8,tmean8,tmin9,tmax9,tmean9,tmin10,tmax10,tmean10,tmin11,tmax11,tmean11,tmin12,tmax12,tmean12
Cranberry Glades,43.56435644,38.2,-80.283333,1029,505,641,,50926,,,Radiocarbon years BP,,258,44,101,8,12,518,pollen,Core,83.59999847,75.09999847,114.9000015,134.1999969,171.8000031,186.1999969,233.1000061,225.5,193.6999969,161,122.8000031,100.5999985,-30.34999847,-17.44999886,-23.89999866,-16.59000015,-29.72999954,-23.15999985,-11.25999928,-23.25,-17.25499964,-14.90999985,-3.9599998,-9.434999824,-5.849999905,3.970000029,-0.939999938,1.579999924,10.5199995,6.049999714,5.460000038,13.85999966,9.659999847,4.329999924,12.63000011,8.480000019,-1.439999938,7.279999733,2.919999897,-11.30999947,-0.469999999,-5.889999732,-20.04999924,-8.960000038,-14.50499964,-27.38999939,-15.50999928,-21.44999933
Potato Lake,40.19607843,34.462222,-111.345278,2205,1906,905,1,34597,,,Radiocarbon years BP,,1455,123,306,15,21,3561,pollen,Core,69.09999847,76,73.20000458,36.10000229,15,10.30000019,56.60000229,67.90000153,37.10000229,37.79999924,37.79999924,60.20000076,-7.829999924,6.909999847,-0.460000038,7.659999847,-6.259999752,0.700000048,8.93999958,-4.46999979,2.234999895,-2.119999886,11.75999928,4.819999695,1.149999976,16.52000046,8.835000217,5.119999886,22.75,13.93499994,9.859999657,25.52999878,17.69499922,9.269999504,24.72999954,16.99999952,6.399999619,22.79999924,14.59999943,0.959999979,17.81999969,9.389999837,-4.139999866,11.96999931,3.914999723,-7.639999866,7.75,0.055000067
Potato Lake,41.15853659,34.462222,-111.345278,2205,1906,855,1,32913,,,Radiocarbon years BP,,1455,135,328,21,28,3561,pollen,Core,69.09999847,76,73.20000458,36.10000229,15,10.30000019,56.60000229,67.90000153,37.10000229,37.79999924,37.79999924,60.20000076,-7.829999924,6.909999847,-0.460000038,7.659999847,-6.259999752,0.700000048,8.93999958,-4.46999979,2.234999895,-2.119999886,11.75999928,4.819999695,1.149999976,16.52000046,8.835000217,5.119999886,22.75,13.93499994,9.859999657,25.52999878,17.69499922,9.269999504,24.72999954,16.99999952,6.399999619,22.79999924,14.59999943,0.959999979,17.81999969,9.389999837,-4.139999866,11.96999931,3.914999723,-7.639999866,7.75,0.055000067
Potato Lake,42.94670846,34.462222,-111.345278,2205,1906,730,1,28701,,,Radiocarbon years BP,,1455,137,319,20,26,3561,pollen,Core,69.09999847,76,73.20000458,36.10000229,15,10.30000019,56.60000229,67.90000153,37.10000229,37.79999924,37.79999924,60.20000076,-7.829999924,6.909999847,-0.460000038,7.659999847,-6.259999752,0.700000048,8.93999958,-4.46999979,2.234999895,-2.119999886,11.75999928,4.819999695,1.149999976,16.52000046,8.835000217,5.119999886,22.75,13.93499994,9.859999657,25.52999878,17.69499922,9.269999504,24.72999954,16.99999952,6.399999619,22.79999924,14.59999943,0.959999979,17.81999969,9.389999837,-4.139999866,11.96999931,3.914999723,-7.639999866,7.75,0.055000067
Marl Pond,63.13131313,55.047975,-105.385195,379,11749,450,,28136,28526,27871,Radiocarbon years BP,,9899,125,198,12,13,17715,pollen,Core,4.599999905,3.100000143,4.099999905,6.599999905,13.60000038,43.20000076,60,47.20000076,35.90000153,16.39999962,11.30000019,6,-45.84000015,-39.41999817,-42.62999916,-33.11000061,-44.34000015,-38.72500038,-25.07999992,-42.79999924,-33.93999958,-36.00999832,-16.18000031,-26.09499931,-29.94999886,-9.93999958,-19.94499922,-23.26000023,-6.759999752,-15.00999999,-20.14999962,-5.75,-12.94999981,-24.53999901,-9.840000153,-17.18999958,-32.86000061,-17.70999908,-25.28499985,-38.55999756,-25.43000031,-31.99499893,-43.93000031,-34.39999771,-39.16499901,-45.89999771,-39.23999786,-42.56999779
Marl Pond,78.27868852,55.047975,-105.385195,379,11749,440,,27280,27675,27012,Radiocarbon years BP,,9899,191,244,12,12,17715,pollen,Core,4.599999905,3.100000143,4.099999905,6.599999905,13.60000038,43.20000076,60,47.20000076,35.90000153,16.39999962,11.30000019,6,-45.84000015,-39.41999817,-42.62999916,-33.11000061,-44.34000015,-38.72500038,-25.07999992,-42.79999924,-33.93999958,-36.00999832,-16.18000031,-26.09499931,-29.94999886,-9.93999958,-19.94499922,-23.26000023,-6.759999752,-15.00999999,-20.14999962,-5.75,-12.94999981,-24.53999901,-9.840000153,-17.18999958,-32.86000061,-17.70999908,-25.28499985,-38.55999756,-25.43000031,-31.99499893,-43.93000031,-34.39999771,-39.16499901,-45.89999771,-39.23999786,-42.56999779
Marl Pond,63.93442623,55.047975,-105.385195,379,11749,430,,26439,26838,26170,Radiocarbon years BP,,9899,195,305,14,16,17715,pollen,Core,4.599999905,3.100000143,4.099999905,6.599999905,13.60000038,43.20000076,60,47.20000076,35.90000153,16.39999962,11.30000019,6,-45.84000015,-39.41999817,-42.62999916,-33.11000061,-44.34000015,-38.72500038,-25.07999992,-42.79999924,-33.93999958,-36.00999832,-16.18000031,-26.09499931,-29.94999886,-9.93999958,-19.94499922,-23.26000023,-6.759999752,-15.00999999,-20.14999962,-5.75,-12.94999981,-24.53999901,-9.840000153,-17.18999958,-32.86000061,-17.70999908,-25.28499985,-38.55999756,-25.43000031,-31.99499893,-43.93000031,-34.39999771,-39.16499901,-45.89999771,-39.23999786,-42.56999779
Biggsville [Cessford Quarry],56.48414986,40.855556,-90.88,198,265,550,1,25350,,,Radiocarbon years BP,,101,196,347,8,11,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Biggsville [Cessford Quarry],75.52238806,40.855556,-90.88,198,265,545,1,24953,,,Radiocarbon years BP,,101,253,335,5,8,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Marl Pond,40.82840237,55.047975,-105.385195,379,11749,410,,24798,25204,24536,Radiocarbon years BP,,9899,69,169,11,13,17715,pollen,Core,4.599999905,3.100000143,4.099999905,6.599999905,13.60000038,43.20000076,60,47.20000076,35.90000153,16.39999962,11.30000019,6,-45.84000015,-39.41999817,-42.62999916,-33.11000061,-44.34000015,-38.72500038,-25.07999992,-42.79999924,-33.93999958,-36.00999832,-16.18000031,-26.09499931,-29.94999886,-9.93999958,-19.94499922,-23.26000023,-6.759999752,-15.00999999,-20.14999962,-5.75,-12.94999981,-24.53999901,-9.840000153,-17.18999958,-32.86000061,-17.70999908,-25.28499985,-38.55999756,-25.43000031,-31.99499893,-43.93000031,-34.39999771,-39.16499901,-45.89999771,-39.23999786,-42.56999779
Biggsville [Cessford Quarry],82.20338983,40.855556,-90.88,198,265,540,1,24556,,,Radiocarbon years BP,,101,291,354,8,10,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Arrington Marsh,40.49079755,39.495,-95.526667,280,213,753,,24404,,,Radiocarbon years BP,,45,198,489,27,29,214,pollen,Core,15.90000057,22,53.10000229,83.5,92.59999847,72.30000305,48.90000153,69.80000305,109.2000046,94.70000458,54.70000076,28.20000076,-35.29999924,-23.43000031,-29.36499977,-20.22999954,-31.40999985,-25.81999969,-12.89999962,-22.39999962,-17.64999962,-11.21999931,-3.199999809,-7.209999561,-0.529999971,6.670000076,3.070000052,8.630000114,16.79999924,12.71499968,12.55000019,21.85000038,17.20000029,10.06999969,19.29999924,14.68499947,1.059999943,9.800000191,5.430000067,-10.53999996,-1.439999938,-5.98999995,-22.47999954,-13.02999973,-17.75499964,-31.63999939,-21.17000008,-26.40499973
Arrington Marsh,42.75700935,39.495,-95.526667,280,213,743,,24213,,,Radiocarbon years BP,,45,183,428,21,22,214,pollen,Core,15.90000057,22,53.10000229,83.5,92.59999847,72.30000305,48.90000153,69.80000305,109.2000046,94.70000458,54.70000076,28.20000076,-35.29999924,-23.43000031,-29.36499977,-20.22999954,-31.40999985,-25.81999969,-12.89999962,-22.39999962,-17.64999962,-11.21999931,-3.199999809,-7.209999561,-0.529999971,6.670000076,3.070000052,8.630000114,16.79999924,12.71499968,12.55000019,21.85000038,17.20000029,10.06999969,19.29999924,14.68499947,1.059999943,9.800000191,5.430000067,-10.53999996,-1.439999938,-5.98999995,-22.47999954,-13.02999973,-17.75499964,-31.63999939,-21.17000008,-26.40499973
Arrington Marsh,61.29032258,39.495,-95.526667,280,213,733,,24021,,,Radiocarbon years BP,,45,266,434,19,21,214,pollen,Core,15.90000057,22,53.10000229,83.5,92.59999847,72.30000305,48.90000153,69.80000305,109.2000046,94.70000458,54.70000076,28.20000076,-35.29999924,-23.43000031,-29.36499977,-20.22999954,-31.40999985,-25.81999969,-12.89999962,-22.39999962,-17.64999962,-11.21999931,-3.199999809,-7.209999561,-0.529999971,6.670000076,3.070000052,8.630000114,16.79999924,12.71499968,12.55000019,21.85000038,17.20000029,10.06999969,19.29999924,14.68499947,1.059999943,9.800000191,5.430000067,-10.53999996,-1.439999938,-5.98999995,-22.47999954,-13.02999973,-17.75499964,-31.63999939,-21.17000008,-26.40499973
Little Bayou Sara Site 1B,53.26460481,30.925833,-91.442778,40,1573,0,,23935,,,Radiocarbon years BP,,700,155,291,15,19,1619,pollen,Section,176.1999969,119.9000015,100.5999985,82.30000305,80.80000305,89,134.1999969,158.4000092,176.8000031,180.6999969,207.1999969,231.1000061,-10.36999989,-0.5,-5.434999943,2.190000057,-8.090000153,-2.950000048,8.539999962,-1.789999962,3.375,5.569999695,16.09000015,10.82999992,12.65999985,23.3599987,18.00999928,18.19999886,29.51000023,23.85499954,20.52000046,31.39999962,25.96000004,19.63999939,30.51000023,25.07499981,15.50999928,25.84000015,20.67499971,6.599999905,17.89999962,12.24999976,-2.029999971,8.710000038,3.340000033,-8.38999939,1.5,-3.444999695
Biggsville [Cessford Quarry],68.38709677,40.855556,-90.88,198,265,530,1,23914,,,Radiocarbon years BP,,101,212,310,5,7,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Biggsville [Cessford Quarry],63.06818182,40.855556,-90.88,198,265,525,1,23735,,,Radiocarbon years BP,,101,222,352,10,13,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Arrington Marsh,46.9273743,39.495,-95.526667,280,213,715,,23676,,,Radiocarbon years BP,,45,168,358,27,30,214,pollen,Core,15.90000057,22,53.10000229,83.5,92.59999847,72.30000305,48.90000153,69.80000305,109.2000046,94.70000458,54.70000076,28.20000076,-35.29999924,-23.43000031,-29.36499977,-20.22999954,-31.40999985,-25.81999969,-12.89999962,-22.39999962,-17.64999962,-11.21999931,-3.199999809,-7.209999561,-0.529999971,6.670000076,3.070000052,8.630000114,16.79999924,12.71499968,12.55000019,21.85000038,17.20000029,10.06999969,19.29999924,14.68499947,1.059999943,9.800000191,5.430000067,-10.53999996,-1.439999938,-5.98999995,-22.47999954,-13.02999973,-17.75499964,-31.63999939,-21.17000008,-26.40499973
Biggsville [Cessford Quarry],59.12863071,40.855556,-90.88,198,265,520,1,23555,,,Radiocarbon years BP,,101,285,482,10,13,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Biggsville [Cessford Quarry],70.57220708,40.855556,-90.88,198,265,515,1,23375,,,Radiocarbon years BP,,101,259,367,5,7,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Arrington Marsh,82.56880734,39.495,-95.526667,280,213,693,,23255,,,Radiocarbon years BP,,45,360,436,10,10,214,pollen,Core,15.90000057,22,53.10000229,83.5,92.59999847,72.30000305,48.90000153,69.80000305,109.2000046,94.70000458,54.70000076,28.20000076,-35.29999924,-23.43000031,-29.36499977,-20.22999954,-31.40999985,-25.81999969,-12.89999962,-22.39999962,-17.64999962,-11.21999931,-3.199999809,-7.209999561,-0.529999971,6.670000076,3.070000052,8.630000114,16.79999924,12.71499968,12.55000019,21.85000038,17.20000029,10.06999969,19.29999924,14.68499947,1.059999943,9.800000191,5.430000067,-10.53999996,-1.439999938,-5.98999995,-22.47999954,-13.02999973,-17.75499964,-31.63999939,-21.17000008,-26.40499973
Marl Pond,65.75342466,55.047975,-105.385195,379,11749,390,,23211,23624,22949,Radiocarbon years BP,,9899,96,146,11,11,17715,pollen,Core,4.599999905,3.100000143,4.099999905,6.599999905,13.60000038,43.20000076,60,47.20000076,35.90000153,16.39999962,11.30000019,6,-45.84000015,-39.41999817,-42.62999916,-33.11000061,-44.34000015,-38.72500038,-25.07999992,-42.79999924,-33.93999958,-36.00999832,-16.18000031,-26.09499931,-29.94999886,-9.93999958,-19.94499922,-23.26000023,-6.759999752,-15.00999999,-20.14999962,-5.75,-12.94999981,-24.53999901,-9.840000153,-17.18999958,-32.86000061,-17.70999908,-25.28499985,-38.55999756,-25.43000031,-31.99499893,-43.93000031,-34.39999771,-39.16499901,-45.89999771,-39.23999786,-42.56999779
Biggsville [Cessford Quarry],59.10290237,40.855556,-90.88,198,265,510,1,23196,,,Radiocarbon years BP,,101,224,379,5,7,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Biggsville [Cessford Quarry],73.19884726,40.855556,-90.88,198,265,505,1,23016,,,Radiocarbon years BP,,101,254,347,6,9,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Arrington Marsh,74.17218543,39.495,-95.526667,280,213,673,,22872,,,Radiocarbon years BP,,45,224,302,16,16,214,pollen,Core,15.90000057,22,53.10000229,83.5,92.59999847,72.30000305,48.90000153,69.80000305,109.2000046,94.70000458,54.70000076,28.20000076,-35.29999924,-23.43000031,-29.36499977,-20.22999954,-31.40999985,-25.81999969,-12.89999962,-22.39999962,-17.64999962,-11.21999931,-3.199999809,-7.209999561,-0.529999971,6.670000076,3.070000052,8.630000114,16.79999924,12.71499968,12.55000019,21.85000038,17.20000029,10.06999969,19.29999924,14.68499947,1.059999943,9.800000191,5.430000067,-10.53999996,-1.439999938,-5.98999995,-22.47999954,-13.02999973,-17.75499964,-31.63999939,-21.17000008,-26.40499973
Biggsville [Cessford Quarry],50.69252078,40.855556,-90.88,198,265,500,1,22868,,,Radiocarbon years BP,,101,183,361,9,11,271,pollen,Section,24.10000038,21.39999962,50.29999924,81,98.80000305,111.3000031,107,107.5,141.4000092,98.90000153,61.90000153,32.79999924,-38.05999756,-27.63999939,-32.84999847,-25.17000008,-35.30999756,-30.23999882,-17.44000053,-26.82999992,-22.13500023,-16.40999985,-7.569999695,-11.98999977,-5.929999828,2.029999971,-1.949999928,3.669999838,11.19999981,7.434999824,7.609999657,15.10999966,11.35999966,4.949999809,12.30000019,8.625,-4.019999981,3.879999876,-0.070000052,-14.96000004,-6.319999695,-10.63999987,-25.8599987,-17.42000008,-21.63999939,-34.22999954,-25.37999916,-29.80499935
Arrington Marsh,57.83898305,39.495,-95.526667,280,213,653,,22489,,,Radiocarbon years BP,,45,273,472,27,28,214,pollen,Core,15.90000057,22,53.10000229,83.5,92.59999847,72.30000305,48.90000153,69.80000305,109.2000046,94.70000458,54.70000076,28.20000076,-35.29999924,-23.43000031,-29.36499977,-20.22999954,-31.40999985,-25.81999969,-12.89999962,-22.39999962,-17.64999962,-11.21999931,-3.199999809,-7.209999561,-0.529999971,6.670000076,3.070000052,8.630000114,16.79999924,12.71499968,12.55000019,21.85000038,17.20000029,10.06999969,19.29999924,14.68499947,1.059999943,9.800000191,5.430000067,-10.53999996,-1.439999938,-5.98999995,-22.47999954,-13.02999973,-17.75499964,-31.63999939,-21.17000008,-26.40499973
Marl Pond,47.11538462,55.047975,-105.385195,379,11749,380,,22435,22854,22170,Radiocarbon years BP,,9899,98,208,18,20,17715,pollen,Core,4.599999905,3.100000143,4.099999905,6.599999905,13.60000038,43.20000076,60,47.20000076,35.90000153,16.39999962,11.30000019,6,-45.84000015,-39.41999817,-42.62999916,-33.11000061,-44.34000015,-38.72500038,-25.07999992,-42.79999924,-33.93999958,-36.00999832,-16.18000031,-26.09499931,-29.94999886,-9.93999958,-19.94499922,-23.26000023,-6.759999752,-15.00999999,-20.14999962,-5.75,-12.94999981,-24.53999901,-9.840000153,-17.18999958,-32.86000061,-17.70999908,-25.28499985,-38.55999756,-25.43000031,-31.99499893,-43.93000031,-34.39999771,-39.16499901,-45.89999771,-39.23999786,-42.56999779
Muscotah Marsh,43.31683168,39.53,-95.513333,280,1725,980,,22269,,,Radiocarbon years BP,,851,175,404,20,24,1782,pollen,Core,14.60000038,20.80000114,46,74.80000305,87.30000305,72.5,49.70000076,67.40000153,106.8000031,84.90000153,48.90000153,24.70000076,-36.04000092,-24.05999947,-30.05000019,-20.78999901,-32.39999771,-26.59499836,-13.15999985,-23.56999969,-18.36499977,-12.38999939,-3.25,-7.819999695,-1.779999971,6.399999619,2.309999824,7.389999866,16.21999931,11.80499959,11.28999996,21,16.14499998,8.710000038,18.28999901,13.49999952,-0.140000001,8.93999958,4.39999979,-11.47999954,-1.949999928,-6.714999735,-23.38999939,-13.75,-18.56999969,-32.52999878,-21.92000008,-27.22499943
Arrington Marsh,45.75389948,39.495,-95.526667,280,213,633,,22106,,,Radiocarbon years BP,,45,264,577,25,27,214,pollen,Core,15.90000057,22,53.10000229,83.5,92.59999847,72.30000305,48.90000153,69.80000305,109.2000046,94.70000458,54.70000076,28.20000076,-35.29999924,-23.43000031,-29.36499977,-20.22999954,-31.40999985,-25.81999969,-12.89999962,-22.39999962,-17.64999962,-11.21999931,-3.199999809,-7.209999561,-0.529999971,6.670000076,3.070000052,8.630000114,16.79999924,12.71499968,12.55000019,21.85000038,17.20000029,10.06999969,19.29999924,14.68499947,1.059999943,9.800000191,5.430000067,-10.53999996,-1.439999938,-5.98999995,-22.47999954,-13.02999973,-17.75499964,-31.63999939,-21.17000008,-26.40499973
Muscotah Marsh,58.53658537,39.53,-95.513333,280,1725,978,,21754,,,Radiocarbon years BP,,851,168,287,16,20,1782,pollen,Core,15.69999981,21,41.10000229,63.29999924,79.59999847,76.80000305,56.20000076,72,100.0999985,75.20000458,45.79999924,25.70000076,-36.29000092,-24.17000008,-30.2300005,-20.86999893,-32.89999771,-26.88499832,-12.94999981,-24.15999985,-18.55499983,-12.97999954,-2.950000048,-7.964999795,-2.299999952,6.46999979,2.084999919,7.019999981,15.88999939,11.45499969,11.17999935,20.60000038,15.88999987,8.979999542,18.29999924,13.63999939,0.469999999,9.609999657,5.039999828,-10.7699995,-0.949999988,-5.859999746,-22.8599987,-12.94999981,-17.90499926,-32.38999939,-21.65999985,-27.02499962
Arrington Marsh,42.66666667,39.495,-95.526667,280,213,613,,21722,,,Radiocarbon years BP,,45,224,525,28,30,214,pollen,Core,16.39999962,21.60000038,49.20000076,77.09999847,92.59999847,81.30000305,58.70000076,83.59999847,122.5,100.0999985,56.79999924,29.5,-36.48999786,-24.62999916,-30.55999851,-21.34000015,-32.63000107,-26.98500061,-13.64999962,-23.51999855,-18.58499908,-12.00999928,-3.539999962,-7.774999619,-0.769999981,6.670000076,2.950000048,8.979999542,17.02999878,13.00499916,13.17999935,22.18000031,17.67999983,10.55999947,19.62999916,15.09499931,1.059999943,9.969999313,5.514999628,-11.05999947,-1.579999924,-6.319999695,-23.37999916,-13.59999943,-18.48999929,-32.73999786,-22.18000031,-27.45999908
Potato Lake,41.10032362,34.462222,-111.345278,2205,1906,510,1,21692,,,Radiocarbon years BP,,1455,127,309,16,23,3561,pollen,Core,72.40000153,77.5,74,38.79999924,17.89999962,13.60000038,79.30000305,91,44.70000076,41.79999924,39.79999924,63.20000076,-8.729999542,6.21999979,-1.254999876,7.460000038,-6.819999695,0.320000172,9.38999939,-4.319999695,2.534999847,-1.439999938,12.63000011,5.595000088,1.909999967,17.40999985,9.659999907,5.619999886,23.31999969,14.46999979,10.18999958,25.71999931,17.95499945,9.649999619,24.64999962,17.14999962,6.949999809,22.52999878,14.73999929,1.389999986,17.35000038,9.370000184,-4.190000057,11.25999928,3.534999609,-8.319999695,6.889999866,-0.714999914
Marl Pond,48.29721362,55.047975,-105.385195,379,11749,370,,21672,22097,21403,Radiocarbon years BP,,9899,156,323,15,16,17715,pollen,Core,4.099999905,2.799999952,3.900000095,6.700000286,14.5,46.10000229,63.40000153,49.70000076,37.20000076,16.10000038,10.40000057,5.400000095,-46.68000031,-40.02999878,-43.35499954,-33.43999863,-44.84999847,-39.14499855,-24.76000023,-42.63999939,-33.69999981,-35.30999756,-15.42000008,-25.36499882,-29.06999969,-9.149999619,-19.10999966,-22.5,-6.259999752,-14.37999988,-19.51000023,-5.400000095,-12.45500016,-23.90999985,-9.369999886,-16.63999987,-32.20000076,-16.96999931,-24.58500004,-38.11999893,-24.71999931,-31.41999912,-43.98999786,-34.13000107,-39.05999947,-46.5399971,-39.59999847,-43.06999779
Arrington Marsh,59.89847716,39.495,-95.526667,280,213,593,,21339,,,Radiocarbon years BP,,45,236,394,22,24,214,pollen,Core,16,20.39999962,44.20000076,68.40000153,85.59999847,80.90000153,60.60000229,85.20000458,119.5,95.30000305,54.40000153,28.89999962,-36.48999786,-24.42000008,-30.45499897,-21.06999969,-32.59999847,-26.83499908,-13.39999962,-23.45999908,-18.42999935,-11.85999966,-3.319999933,-7.589999795,-0.48999998,6.869999886,3.189999953,9.38999939,17.20999908,13.29999924,13.61999989,22.28999901,17.95499945,10.89999962,19.61999893,15.25999928,1.230000019,9.840000153,5.535000086,-11.02999973,-1.75,-6.389999867,-23.42000008,-13.68999958,-18.55499983,-32.77000046,-22.10000038,-27.43500042
Potato Lake,46.64536741,34.462222,-111.345278,2205,1906,490,1,21287,,,Radiocarbon years BP,,1455,146,313,15,21,3561,pollen,Core,73.70000458,83.30000305,81.40000153,41.79999924,18.30000114,12.90000057,70.20000458,77.30000305,38,36.29999924,36.10000229,60.40000153,-7.929999828,6.759999752,-0.585000038,7.759999752,-6.079999924,0.839999914,9.25,-3.879999876,2.685000062,-1.220000029,12.27999973,5.529999852,2.119999886,17.21999931,9.669999599,5.96999979,23.52999878,14.74999928,10.52999973,26.17000008,18.3499999,9.789999962,25.01999855,17.40499926,6.789999962,22.63999939,14.71499968,1.189999938,17.35000038,9.27000016,-4.119999886,11.42000008,3.650000095,-7.779999733,7.359999657,-0.210000038
