siteName,siteLatitude,siteLongitude,siteAltitude,siteID,depth,thickness,age,ageOld,ageYoung,ageType,chronologyID,taxonPercent,taxonSum,pollenSum,countedInLevel,totalInLevel,datasetID,datasetType,collectionUnitType,collectionUnitHandle,collectionUnitID,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12
Tulare Lake,36.052,-119.78,55.0,10410,790.0,,28674.0,29073.0,28236.0,Calibrated radiocarbon years BP,8429,0.416666666667,2.0,480.0,22,28,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,800.0,,28841.0,29265.0,28356.0,Calibrated radiocarbon years BP,8429,1.08225108225,5.0,462.0,24,33,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,820.0,,29173.0,29528.0,28816.0,Calibrated radiocarbon years BP,8429,1.86721991701,9.0,482.0,27,39,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,830.0,,29292.0,29667.0,28937.0,Calibrated radiocarbon years BP,8429,2.54452926209,10.0,393.0,23,29,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,840.0,,29408.0,29892.0,28996.0,Calibrated radiocarbon years BP,8429,1.44927536232,8.0,552.0,31,39,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Tulare Lake,36.052,-119.78,55.0,10410,853.0,,29562.0,30029.0,29130.0,Calibrated radiocarbon years BP,8429,1.23076923077,4.0,325.0,21,29,15876,pollen,Core,TULARECA,11785,89.0,102.200004578,97.0999984741,37.0,8.80000019073,0.800000011921,0.0,0.40000000596,3.70000004768,11.6000003815,29.8999996185,59.1000022888,1.91999995708,3.63999986649,3.99000000954,4.59999990463,7.06999969482,9.22000026703,11.3899993896,9.97999954224,7.89999961853,4.81999969482,1.42999994755,0.789999961853,11.3599996567,13.9099998474,14.3299999237,16.4599990845,20.5100002289,25.109998703,28.8899993896,28.1199989319,25.3099994659,20.5200004578,15.1599998474,11.3199996948
Lower Lake,38.590035,-123.30498,228.0,10469,0.0,2.5,-29.0,,,Calendar years BP,8517,25.6965944272,83.0,323.0,28,31,16046,pollen,Core,LOWERPLT,11864,217.0,185.199996948,141.100006104,68.3000030518,25.5,7.40000009537,2.40000009537,2.5,9.80000019073,41.7000007629,115.400001526,182.400009155,2.86999988556,4.15000009537,5.15999984741,6.5499997139,9.0,10.9899997711,12.029999733,11.9099998474,11.0,8.71000003815,5.42999982834,3.07999992371,13.3599996567,15.8999996185,17.5599994659,20.0599994659,23.4699993134,26.5999984741,29.1799983978,28.6499996185,27.3199996948,23.6399993896,17.5299987793,13.6700000763
Lower Lake,38.590035,-123.30498,228.0,10469,5.0,2.5,80.0,,,Calendar years BP,8517,23.8693467337,95.0,398.0,27,30,16046,pollen,Core,LOWERPLT,11864,201.800003052,171.199996948,138.5,74.0999984741,30.8999996185,9.9000005722,3.40000009537,3.5,13.3000001907,52.7000007629,130.600006104,183.0,2.66999983788,3.46000003815,3.50999999046,4.33999967575,6.98000001907,9.65999984741,11.0799999237,10.7699995041,9.30999946594,6.88999986649,4.09999990463,2.57999992371,13.0399999619,14.8299999237,15.1700000763,16.9300003052,20.5900001526,24.6599998474,27.8400001526,27.1800003052,25.2699985504,21.4599990845,15.9699993134,13.0699996948
Lower Lake,38.590035,-123.30498,228.0,10469,10.0,2.5,103.0,,,Calendar years BP,8517,14.2857142857,59.0,413.0,27,30,16046,pollen,Core,LOWERPLT,11864,224.800003052,172.199996948,123.800003052,61.7000007629,25.5,8.5,3.10000014305,3.5,14.1000003815,59.2999992371,152.699996948,214.900009155,2.56999993324,3.61999988556,4.06999969482,5.09999990463,7.61999988556,9.96000003815,11.1399993896,10.8099994659,9.5,7.1299996376,4.21000003815,2.49000000954,12.6599998474,14.9799995422,16.1800003052,18.3699989319,21.7999992371,25.1599998474,27.8699989319,27.25,25.7099990845,22.0299987793,16.2199993134,12.7899999619
Lower Lake,38.590035,-123.30498,228.0,10469,12.0,2.5,113.0,,,Calendar years BP,8517,23.9603960396,121.0,505.0,28,31,16046,pollen,Core,LOWERPLT,11864,228.199996948,185.300003052,146.800003052,75.5999984741,30.0,9.19999980927,3.29999995232,3.70000004768,15.8000001907,68.0999984741,170.100006104,222.5,2.86999988556,3.98000001907,4.48000001907,5.44000005722,7.73000001907,9.78999996185,10.8299999237,10.5699996948,9.48999977112,7.31999969482,4.50999975204,2.77999997139,12.5,14.8800001144,16.1700000763,18.3999996185,21.7600002289,25.0100002289,27.6599998474,27.0699996948,25.6299991608,22.0,16.1599998474,12.6599998474
Lower Lake,38.590035,-123.30498,228.0,10469,15.0,2.5,127.0,,,Calendar years BP,8517,31.2638580931,141.0,451.0,27,30,16046,pollen,Core,LOWERPLT,11864,299.5,221.600006104,134.900009155,63.7000007629,28.3999996185,10.5,3.70000004768,3.60000014305,12.0,45.4000015259,128.199996948,238.900009155,2.86999988556,3.89999985695,4.36999988556,5.27999973297,7.48999977112,9.48999977112,10.5799999237,10.4899997711,9.63000011444,7.59999990463,4.76999998093,2.90999984741,12.7999992371,15.0999994278,16.3899993896,18.5699996948,21.8199996948,24.9499988556,27.6299991608,27.2299995422,26.0599994659,22.6000003815,16.75,13.0999994278
Lower Lake,38.590035,-123.30498,228.0,10469,17.5,2.5,138.0,,,Calendar years BP,8517,45.7765667575,168.0,367.0,24,27,16046,pollen,Core,LOWERPLT,11864,262.200012207,196.100006104,148.100006104,80.5999984741,37.2000007629,13.8000001907,5.40000009537,6.2000002861,25.1000003815,99.2000045776,228.100006104,277.200012207,3.33999991417,4.30999994278,4.61000013351,5.38000011444,7.53999996185,9.55999946594,10.6499996185,10.529999733,9.64999961853,7.65999984741,4.98000001907,3.29999995232,13.3400001526,15.5399999619,16.6000003815,18.5799999237,21.7600002289,24.9200000763,27.6199989319,27.2199993134,26.0499992371,22.6700000763,17.0100002289,13.5599994659
Lower Lake,38.590035,-123.30498,228.0,10469,20.0,2.5,150.0,,,Calendar years BP,8517,54.1666666667,169.0,312.0,22,25,16046,pollen,Core,LOWERPLT,11864,213.0,177.400009155,151.199996948,83.0999984741,34.2000007629,10.6999998093,3.79999995232,4.40000009537,18.7000007629,77.8000030518,181.199996948,216.699996948,2.79999995232,3.87999987602,4.36999988556,5.2999997139,7.53999996185,9.53999996185,10.5999994278,10.4299993515,9.48999977112,7.40999984741,4.58999967575,2.77999997139,13.0900001526,15.2299995422,16.1399993896,18.1399993896,21.5499992371,25.0399990082,27.8799991608,27.3199996948,25.7899990082,22.1800003052,16.5,13.2199993134
Lower Lake,38.590035,-123.30498,228.0,10469,22.5,2.5,162.0,,,Calendar years BP,8517,48.0392156863,147.0,306.0,20,22,16046,pollen,Core,LOWERPLT,11864,285.700012207,224.0,154.900009155,77.0,32.9000015259,11.1999998093,3.90000009537,3.90000009537,14.4000005722,56.2999992371,150.300003052,244.0,4.07999992371,4.96999979019,4.92999982834,5.44000005722,7.56999969482,9.71000003815,10.8099994659,10.4799995422,9.31999969482,7.2999997139,4.92999982834,3.75,13.9399995804,15.8599996567,16.4400005341,18.109998703,21.2999992371,24.7099990845,27.609998703,27.2299995422,25.9799995422,22.6599998474,17.2399997711,14.1099996567
Lower Lake,38.590035,-123.30498,228.0,10469,25.0,2.5,173.0,,,Calendar years BP,8517,56.0693641618,194.0,346.0,23,26,16046,pollen,Core,LOWERPLT,11864,248.199996948,206.300003052,156.199996948,85.5999984741,40.0,14.4000005722,4.90000009537,4.7000002861,15.4000005722,54.4000015259,134.300003052,209.600006104,2.59999990463,3.52999997139,3.80999994278,4.71999979019,7.21000003815,9.61999988556,10.8800001144,10.6099996567,9.34000015259,7.02999973297,4.19000005722,2.52999997139,12.4099998474,14.3899993896,15.2100000381,17.2999992371,21.0,24.8799991608,27.9799995422,27.4499988556,25.7699985504,21.9499988556,16.1000003815,12.6899995804
Lower Lake,38.590035,-123.30498,228.0,10469,27.5,2.5,185.0,,,Calendar years BP,8517,49.1525423729,145.0,295.0,16,18,16046,pollen,Core,LOWERPLT,11864,300.800018311,252.5,179.800003052,83.4000015259,30.8000011444,8.9000005722,2.90000009537,2.90000009537,11.1000003815,47.7999992371,138.5,239.5,3.32999992371,4.33999967575,4.58999967575,5.31999969482,7.46999979019,9.48999977112,10.529999733,10.2600002289,9.21000003815,7.17999982834,4.59999990463,3.12999987602,13.7299995422,15.6799993515,16.2299995422,17.9899997711,21.3899993896,25.0499992371,28.0100002289,27.4399986267,25.8299999237,22.25,16.7899990082,13.779999733
Lower Lake,38.590035,-123.30498,228.0,10469,30.0,2.5,197.0,,,Calendar years BP,8517,45.0142450142,158.0,351.0,21,24,16046,pollen,Core,LOWERPLT,11864,330.399993896,226.300003052,122.5,65.4000015259,41.7000007629,23.3000011444,9.0,7.0,16.1000003815,44.4000015259,113.900001526,241.699996948,3.54999995232,4.17999982834,4.00999975204,4.5,6.71000003815,9.02999973297,10.3999996185,10.3899993896,9.48999977112,7.55999994278,5.0499997139,3.54999995232,13.0999994278,15.0199995041,15.8800001144,17.7799987793,20.9799995422,24.2799987793,27.2399997711,27.1599998474,26.2899990082,23.0499992371,17.3199996948,13.6300001144
Lower Lake,38.590035,-123.30498,228.0,10469,32.0,2.5,206.0,,,Calendar years BP,8517,47.2440944882,180.0,381.0,22,25,16046,pollen,Core,LOWERPLT,11864,214.400009155,176.100006104,144.100006104,70.9000015259,25.3000011444,7.09999990463,2.5,3.0,14.6999998093,70.3000030518,179.699996948,218.900009155,4.06999969482,4.73000001907,4.50999975204,5.01999998093,7.32999992371,9.77999973297,11.1499996185,10.9799995422,9.82999992371,7.75999975204,5.26999998093,3.9399998188,13.8999996185,15.6799993515,16.0399990082,17.7399997711,21.2600002289,25.1700000763,28.3099994659,27.7699985504,26.0799999237,22.4399986267,16.9799995422,14.0099992752
Lower Lake,38.590035,-123.30498,228.0,10469,35.0,2.5,220.0,,,Calendar years BP,8517,43.6482084691,134.0,307.0,18,21,16046,pollen,Core,LOWERPLT,11864,256.700012207,212.900009155,153.900009155,75.5,30.3999996185,9.69999980927,3.20000004768,3.20000004768,11.5,45.9000015259,126.0,210.0,3.24000000954,4.38999986649,4.84999990463,5.69000005722,7.7999997139,9.6799993515,10.5999994278,10.3099994659,9.30000019073,7.26999998093,4.61000013351,3.03999996185,13.1599998474,15.5099992752,16.6700000763,18.7099990845,21.8699989319,24.9300003052,27.5,26.9499988556,25.6499996185,22.2199993134,16.5799999237,13.2399997711
Lower Lake,38.590035,-123.30498,228.0,10469,37.5,2.5,232.0,,,Calendar years BP,8517,46.8513853904,186.0,397.0,21,23,16046,pollen,Core,LOWERPLT,11864,338.0,269.899993896,183.900009155,100.300003052,51.7000007629,21.0,7.30000019073,6.30000019073,18.2000007629,58.2999992371,147.100006104,263.100006104,4.48999977112,5.21000003815,4.98999977112,5.33999967575,7.35999965668,9.47999954224,10.6700000763,10.5500001907,9.63000011444,7.80999994278,5.50999975204,4.28999996185,14.4399995804,16.0100002289,16.109998703,17.5399990082,20.8400001526,24.6299991608,27.8499984741,27.5799999237,26.2699985504,22.9499988556,17.6599998474,14.6799993515
Lower Lake,38.590035,-123.30498,228.0,10469,40.0,2.5,243.0,,,Calendar years BP,8517,41.6666666667,170.0,408.0,18,21,16046,pollen,Core,LOWERPLT,11864,321.800018311,256.0,161.0,76.0999984741,32.9000015259,11.4000005722,3.70000004768,3.29999995232,10.6999998093,39.7999992371,115.599998474,233.300003052,2.59999990463,3.4399998188,3.79999995232,4.63999986649,6.84999990463,8.89999961853,10.1499996185,10.3099994659,9.71999931335,7.81999969482,4.92999982834,2.86999988556,12.5399999619,14.3800001144,15.2199993134,17.2099990845,20.6199989319,24.1800003052,27.3199996948,27.2799987793,26.3099994659,22.9300003052,17.0299987793,13.1999998093
Lower Lake,38.590035,-123.30498,228.0,10469,42.0,2.5,253.0,,,Calendar years BP,8517,48.3240223464,173.0,358.0,19,21,16046,pollen,Core,LOWERPLT,11864,288.100006104,226.199996948,148.900009155,63.0,21.3999996185,5.90000009537,1.89999997616,2.10000014305,9.30000019073,44.7000007629,138.900009155,240.0,2.79999995232,3.6899998188,3.87999987602,4.69999980927,7.07999992371,9.39999961853,10.6499996185,10.4399995804,9.30000019073,7.10999965668,4.36999988556,2.74000000954,12.4600000381,14.5199995041,15.4899997711,17.5699996948,21.0399990082,24.5799999237,27.5399990082,27.1399993896,25.7699985504,22.1700000763,16.3400001526,12.7999992371
Lower Lake,38.590035,-123.30498,228.0,10469,44.0,2.5,262.0,,,Calendar years BP,8517,44.7204968944,144.0,322.0,21,23,16046,pollen,Core,LOWERPLT,11864,276.300018311,227.600006104,168.100006104,84.3000030518,34.4000015259,10.9000005722,3.70000004768,3.70000004768,14.0,56.1000022888,149.300003052,235.5,2.30999994278,3.27999997139,3.81999993324,4.96999979019,7.56999969482,9.97999954224,11.3000001907,11.1599998474,10.0399999619,7.66999959946,4.53999996185,2.48000001907,12.2299995422,14.2199993134,15.2100000381,17.4699993134,21.2299995422,25.1000003815,28.2699985504,27.8999996185,26.3899993896,22.5599994659,16.4899997711,12.7299995422
Lower Lake,38.590035,-123.30498,228.0,10469,47.0,2.5,276.0,,,Calendar years BP,8517,43.6201780415,147.0,337.0,16,18,16046,pollen,Core,LOWERPLT,11864,238.699996948,199.5,151.0,72.5999984741,26.8999996185,7.80000019073,2.60000014305,2.79999995232,11.4000005722,49.9000015259,136.900009155,208.199996948,3.52999997139,4.36000013351,4.42000007629,5.09999990463,7.3799996376,9.64999961853,10.8899993896,10.7100000381,9.63000011444,7.5499997139,4.92999982834,3.42999982834,13.4600000381,15.3299999237,15.9699993134,17.8099994659,21.2399997711,24.8899993896,27.9699993134,27.6399993896,26.3099994659,22.8099994659,17.1599998474,13.7899999619
Lower Lake,38.590035,-123.30498,228.0,10469,52.0,2.5,299.0,,,Calendar years BP,8517,32.967032967,120.0,364.0,19,21,16046,pollen,Core,LOWERPLT,11864,285.0,236.199996948,170.600006104,88.5999984741,39.4000015259,13.6000003815,4.59999990463,4.30000019073,14.3000001907,52.1000022888,135.900009155,229.100006104,4.05999994278,4.77999973297,4.57999992371,5.05999994278,7.28999996185,9.63000011444,10.9099998474,10.6899995804,9.53999996185,7.5,5.08999967575,3.84999990463,13.7399997711,15.5899991989,16.1599998474,17.9400005341,21.2999992371,24.9300003052,27.9799995422,27.6299991608,26.2899990082,22.8400001526,17.2799987793,14.0099992752
Elkhorn Slough,36.82535,-121.76415,0.0,10477,3.0,2.5,-23.0,-7.0,-36.0,Calibrated radiocarbon years BP,8527,3.98773006135,13.0,326.0,26,28,16063,pollen,Core,ELKHORN,11872,107.099998474,87.9000015259,70.0999984741,32.2000007629,8.30000019073,1.70000004768,0.5,1.20000004768,4.80000019073,23.2000007629,56.6000022888,97.7000045776,4.88999986649,5.78999996185,5.75999975204,6.35999965668,8.25,9.96000003815,11.4600000381,11.8499994278,11.5599994659,9.69999980927,6.69999980927,4.96999979019,13.7199993134,15.3800001144,16.2999992371,17.9400005341,20.1000003815,22.9799995422,24.3799991608,24.5,24.4699993134,22.1800003052,18.1199989319,14.3699998856
Elkhorn Slough,36.82535,-121.76415,0.0,10477,27.0,2.5,80.0,96.0,66.0,Calibrated radiocarbon years BP,8527,1.53452685422,6.0,391.0,23,25,16063,pollen,Core,ELKHORN,11872,80.5999984741,74.5,68.3000030518,35.7999992371,10.1999998093,2.20000004768,0.600000023842,1.30000007153,4.2000002861,17.6000003815,39.5,68.3000030518,4.36999988556,5.36999988556,5.26999998093,5.85999965668,7.8799996376,9.75,11.1899995804,11.2299995422,10.4600000381,8.35999965668,5.48000001907,4.13999986649,13.0900001526,14.4699993134,14.7899999619,16.0799999237,18.3299999237,21.609998703,23.2099990845,23.1700000763,22.7699985504,20.3999996185,16.6900005341,13.5
Elkhorn Slough,36.82535,-121.76415,0.0,10477,52.0,2.5,377.0,732.0,157.0,Calibrated radiocarbon years BP,8527,1.44230769231,6.0,416.0,20,22,16063,pollen,Core,ELKHORN,11872,100.0,95.9000015259,88.4000015259,44.4000015259,11.6999998093,2.29999995232,0.600000023842,1.20000004768,4.09999990463,17.8999996185,42.9000015259,79.5999984741,4.98000001907,6.13999986649,6.21000003815,6.67999982834,8.21000003815,9.4299993515,10.529999733,10.7100000381,10.4499998093,8.77999973297,6.07999992371,4.71000003815,13.6099996567,15.1399993896,15.7199993134,17.0,18.8899993896,21.6399993896,22.9799995422,23.1299991608,23.2099990845,21.1899986267,17.5,14.1099996567
Elkhorn Slough,36.82535,-121.76415,0.0,10477,106.0,2.5,1090.0,1623.0,630.0,Calibrated radiocarbon years BP,8527,4.90797546012,16.0,326.0,22,25,16063,pollen,Core,ELKHORN,11872,120.5,105.400001526,85.5999984741,41.5,11.5,2.40000009537,0.699999988079,1.5,4.80000019073,20.8999996185,50.4000015259,97.5,5.08999967575,6.05999994278,5.88999986649,6.06999969482,7.32999992371,8.38999938965,9.52999973297,9.96000003815,10.0799999237,8.76000022888,6.26999998093,4.92999982834,13.4899997711,14.8999996185,15.4099998474,16.6199989319,18.4300003052,21.1199989319,22.5499992371,22.9399986267,23.3199996948,21.4799995422,17.7700004578,14.1899995804
Elkhorn Slough,36.82535,-121.76415,0.0,10477,156.0,2.5,1744.0,2309.0,1198.0,Calibrated radiocarbon years BP,8527,3.64683301344,19.0,521.0,21,23,16063,pollen,Core,ELKHORN,11872,119.400001526,103.300003052,84.0,41.0,11.6000003815,2.5,0.699999988079,1.60000002384,5.2000002861,21.8000011444,51.7999992371,98.3000030518,4.61000013351,5.65000009537,5.65000009537,6.0499997139,7.5499997139,8.78999996185,9.97999954224,10.3199996948,10.2299995422,8.67000007629,5.96000003815,4.48000001907,12.9600000381,14.5,15.2399997711,16.6999988556,18.6999988556,21.5,22.9099998474,23.1700000763,23.3299999237,21.2399997711,17.3400001526,13.6399993896
Elkhorn Slough,36.82535,-121.76415,0.0,10477,179.0,2.5,2046.0,2622.0,1466.0,Calibrated radiocarbon years BP,8527,4.7311827957,22.0,465.0,22,24,16063,pollen,Core,ELKHORN,11872,84.3000030518,76.0999984741,65.2000045776,34.5,10.6000003815,2.5,0.699999988079,1.39999997616,4.09999990463,15.6000003815,35.0,66.5999984741,3.66999983788,4.98000001907,5.53999996185,6.59999990463,8.64999961853,10.2299995422,11.5099992752,11.6499996185,11.1300001144,8.98999977112,5.65999984741,3.6899998188,11.7199993134,13.6700000763,15.1499996185,17.2099990845,19.4300003052,22.1199989319,23.3500003815,23.4899997711,23.5399990082,21.1399993896,16.7199993134,12.5099992752
Elkhorn Slough,36.82535,-121.76415,0.0,10477,206.0,2.5,2400.0,2945.0,1838.0,Calibrated radiocarbon years BP,8527,3.01810865191,15.0,497.0,21,24,16063,pollen,Core,ELKHORN,11872,117.5,104.700004578,87.9000015259,42.6000022888,11.3000001907,2.29999995232,0.600000023842,1.39999997616,4.80000019073,21.1000003815,50.9000015259,96.0,4.88999986649,6.02999973297,6.11999988556,6.5,7.83999967575,8.8499994278,9.89999961853,10.2299995422,10.25,8.80000019073,6.15000009537,4.69999980927,13.3800001144,14.8399991989,15.3999996185,16.6499996185,18.4799995422,21.1700000763,22.5699996948,22.9099998474,23.2299995422,21.3400001526,17.609998703,14.0399999619
Elkhorn Slough,36.82535,-121.76415,0.0,10477,256.0,2.5,3054.0,3495.0,2536.0,Calibrated radiocarbon years BP,8527,2.15384615385,7.0,325.0,18,20,16063,pollen,Core,ELKHORN,11872,101.700004578,98.4000015259,98.5999984741,53.0,14.5,2.90000009537,0.800000011921,1.80000007153,6.2000002861,26.2000007629,56.2000007629,89.4000015259,4.42999982834,5.21000003815,4.86999988556,5.13000011444,6.75999975204,8.30999946594,9.76000022888,10.1899995804,10.0500001907,8.46000003815,5.7999997139,4.38999986649,12.8999996185,13.7199993134,13.6199998856,14.7999992371,17.3099994659,21.1399993896,23.3299999237,23.7899990082,23.6599998474,21.3400001526,17.4300003052,13.8400001526
Elkhorn Slough,36.82535,-121.76415,0.0,10477,280.0,2.5,3368.0,3752.0,2898.0,Calibrated radiocarbon years BP,8527,3.76237623762,19.0,505.0,24,26,16063,pollen,Core,ELKHORN,11872,106.599998474,96.7000045776,92.7000045776,51.7999992371,15.5,3.40000009537,1.0,2.29999995232,7.7000002861,31.6000003815,64.7000045776,98.5,4.0499997139,4.85999965668,4.76999998093,5.31999969482,7.15999984741,8.8499994278,10.4099998474,10.9499998093,10.8400001526,9.09000015259,6.07999992371,4.25,12.6799993515,13.6499996185,13.8400001526,15.1799993515,17.6399993896,21.25,23.3299999237,23.8400001526,23.8799991608,21.6000003815,17.5399990082,13.7100000381
Elkhorn Slough,36.82535,-121.76415,0.0,10477,304.0,2.5,3675.0,3961.0,3339.0,Calibrated radiocarbon years BP,8527,5.49738219895,21.0,382.0,19,22,16063,pollen,Core,ELKHORN,11872,123.400001526,108.099998474,86.8000030518,38.4000015259,9.30000019073,1.80000007153,0.5,1.10000002384,4.09999990463,19.8000011444,51.7000007629,100.700004578,5.73999977112,6.40999984741,5.69000005722,5.63999986649,7.19000005722,8.84000015259,10.3000001907,10.5500001907,10.1799993515,8.60999965668,6.2999997139,5.40999984741,14.3299999237,15.3299999237,15.1799993515,16.0900001526,18.1800003052,21.5299987793,23.359998703,23.6599998474,23.609998703,21.5599994659,18.0699996948,14.9200000763
Elkhorn Slough,36.82535,-121.76415,0.0,10477,333.0,2.5,4006.0,4373.0,3688.0,Calibrated radiocarbon years BP,8527,4.0899795501,20.0,489.0,23,25,16063,pollen,Core,ELKHORN,11872,112.700004578,109.099998474,97.0,49.7999992371,14.1000003815,2.90000009537,0.800000011921,1.5,4.5,17.8000011444,41.7000007629,83.8000030518,4.07999992371,5.11999988556,5.26999998093,5.8799996376,7.58999967575,8.97999954224,10.3000001907,10.7100000381,10.5900001526,8.88000011444,5.90000009537,4.13000011444,12.6099996567,13.8599996567,14.3800001144,15.8599996567,18.1599998474,21.4399986267,23.2299995422,23.6499996185,23.75,21.5200004578,17.4300003052,13.5499992371
Elkhorn Slough,36.82535,-121.76415,0.0,10477,356.0,2.5,4205.0,4647.0,3842.0,Calibrated radiocarbon years BP,8527,8.13008130081,20.0,246.0,20,23,16063,pollen,Core,ELKHORN,11872,98.9000015259,97.5999984741,95.0,45.7999992371,11.3000001907,2.20000004768,0.600000023842,1.20000004768,4.30000019073,19.3999996185,46.7000007629,81.7000045776,5.32999992371,6.17999982834,5.82999992371,6.07999992371,7.73999977112,9.31999969482,10.7199993134,10.9899997711,10.6399993896,8.96000003815,6.36999988556,5.13000011444,13.7899999619,14.8499994278,14.8999996185,16.0,18.1900005341,21.5499992371,23.3899993896,23.7299995422,23.7099990845,21.5799999237,17.8799991608,14.5
Elkhorn Slough,36.82535,-121.76415,0.0,10477,406.0,2.5,4548.0,5002.0,4152.0,Calibrated radiocarbon years BP,8527,8.11594202899,28.0,345.0,20,22,16063,pollen,Core,ELKHORN,11872,121.5,117.400001526,99.0999984741,39.9000015259,8.10000038147,1.30000007153,0.300000011921,0.699999988079,2.60000014305,14.1999998093,42.0,89.8000030518,4.26999998093,5.32999992371,5.38000011444,5.98000001907,7.76999998093,9.30999946594,10.6300001144,10.8499994278,10.4499998093,8.5999994278,5.69999980927,4.15000009537,12.7699995041,14.0999994278,14.6099996567,16.109998703,18.5200004578,21.9099998474,23.6599998474,23.8299999237,23.5900001526,21.1599998474,17.1299991608,13.4899997711
Elkhorn Slough,36.82535,-121.76415,0.0,10477,453.0,2.5,4870.0,5326.0,4458.0,Calibrated radiocarbon years BP,8527,5.48387096774,17.0,310.0,22,24,16063,pollen,Core,ELKHORN,11872,73.5999984741,77.8000030518,84.5,47.2999992371,12.6000003815,2.29999995232,0.600000023842,1.20000004768,3.90000009537,16.0,35.0,59.2999992371,3.51999998093,4.78999996185,5.2999997139,6.21000003815,8.01999950409,9.36999988556,10.5699996948,10.8599996567,10.6199998856,8.72999954224,5.52999973297,3.56999993324,11.8299999237,13.4299993515,14.4299993515,16.1999988556,18.4599990845,21.4300003052,22.9399986267,23.1999988556,23.2699985504,20.9499988556,16.7099990845,12.6799993515
Elkhorn Slough,36.82535,-121.76415,0.0,10477,506.0,2.5,5231.0,5694.0,4811.0,Calibrated radiocarbon years BP,8527,3.7542662116,33.0,879.0,19,21,16063,pollen,Core,ELKHORN,11872,98.8000030518,94.5,92.5999984741,45.1000022888,10.5,1.80000007153,0.5,1.10000002384,4.59999990463,23.3000011444,55.2000007629,88.0,5.00999975204,5.84999990463,5.42999982834,5.73000001907,7.58999967575,9.43999958038,10.9099998474,10.9899997711,10.2899999619,8.38000011444,5.76999998093,4.69000005722,13.2299995422,14.3099994659,14.2699995041,15.4699993134,17.9899997711,21.7600002289,23.6999988556,23.7199993134,23.1299991608,20.609998703,16.8799991608,13.7399997711
